set Nodos:=
4001	4002	4003	4011	4012	4013	4014	4021	4022	4023	4031	4041	
4051	4052	4053	4061	4071	4081	4091	4101	4111	4112	4113	4121	
4131	4141	4142	4143	4151	4161	4171	4172	4173	4181	4182	4183	
4191	4192	4193	4201	4202	4211	4212	4221	4222	4223	4232	4233	
4241	4242	4243	4231	4251	4252	4253	4261	4262	4263	4271	4272	
4273	4281	4282	4283	4291	4292	4293	4301	4302	4303	4304	4311	
4321	4331	4341	4351	4352	4353	4361	4362	4363	4372	4371	4461	
4462	4381	4401	4402	4382	4082	4083	4391	4392	4411	4412	4393
4306	4307
;

param : Arcos : w:=
4001	4253	99.619
4252	4243	42.834
4243	4252	42.834
4242	4231	37.998
4231	4242	37.998
4233	4221	38.588
4221	4233	38.588
4223	4212	38.459
4212	4211	1.722
4211	4223	38.459
4003	4013	220.989
4013	4003	220.989
4014	4023	61.393
4023	4014	61.393
4022	4031	5.204
4031	4041	2.573
4041	4022	5.204
4021	4053	1.899
4053	4021	1.899
4052	4061	5.688
4061	4071	1.805
4071	4052	5.688
4051	4081	36.745
4081	4051	36.745
4083	4091	27.065
4091	4101	2.906
4101	4083	27.065
4082	4111	39.72
4111	4082	39.72
4113	4121	77.338
4121	4131	2.908
4131	4113	77.338
4112	4141	37.836
4141	4112	37.836
4143	4151	59.522
4151	4161	2.092
4161	4143	59.522
4173	4461	88.92
4461	4462	2.641
4462	4173	89.92
4171	4142	43.896
4142	4171	43.896
4181	4172	38.302
4172	4181	38.302
4201	4193	38.207
4193	4201	38.207
4192	4182	38.328
4182	4192	38.328
4262	4401	271.818
4401	4262	271.818
4272	4381	272.121
4381	4272	272.121
4402	4382	45.546
4382	4402	45.546
4263	4273	46.064
4273	4263	46.064
4303	4311	17.396
4311	4321	2.971
4321	4306	17.396
4304	4351	35.417
4351	4304	35.417
4291	4301	74.121
4301	4291	74.121
4371	4363	107.012
4363	4371	107.012
4281	4411	115.928
4411	4281	115.928
4222	4183	127.961
4183	4222	127.961
4232	4191	128.218
4191	4232	128.218
4241	4202	128.383
4202	4241	128.383
4251	4261	175.61
4261	4251	175.61
4271	4282	91.94
4282	4271	91.94
4283	4292	196.105
4292	4283	196.105
4293	4372	146.891
4372	4293	146.891
4412	4353	197.9
4353	4412	197.9
4307	4331	79.197
4331	4341	2.646
4341	4302	79.197
4352	4361	141.505
4361	4352	141.505
4253	4001	99.619
4243	4241	0
4241	4243	0
4243	4242	0
4242	4243	0
4242	4241	0
4253	4252	0
4252	4253	0
4253	4251	0
4251	4253	0
4252	4251	0
4251	4252	0
4231	4232	0
4232	4231	0
4231	4233	0
4233	4231	0
4233	4232	0
4232	4233	0
4221	4223	0
4223	4221	0
4221	4222	0
4223	4222	0
4222	4221	0
4222	4223	0
4013	4014	0
4014	4013	0
4023	4022	0
4022	4023	0
4023	4021	0
4021	4023	0
4021	4022	0
4022	4021	0
4053	4052	0
4052	4053	0
4052	4051	0
4051	4052	0
4053	4051	0
4051	4053	0
4081	4083	0
4083	4081	0
4083	4082	0
4082	4083	0
4081	4082	0
4082	4081	0
4111	4113	0
4113	4111	0
4111	4112	0
4112	4111	0
4113	4112	0
4112	4113	0
4141	4143	0
4143	4141	0
4143	4142	0
4142	4143	0
4141	4142	0
4142	4141	0
4173	4171	0
4171	4173	0
4173	4172	0
4172	4173	0
4171	4172	0
4172	4171	0
4183	4181	0
4181	4183	0
4182	4181	0
4181	4182	0
4183	4182	0
4182	4183	0
4202	4201	0
4201	4202	0
4191	4192	0
4192	4191	0
4192	4193	0
4193	4192	0
4191	4193	0
4193	4191	0
4381	4382	0
4382	4381	0
4401	4402	0
4402	4401	0
4261	4262	0
4262	4261	0
4261	4263	0
4263	4261	0
4262	4263	0
4263	4262	0
4273	4272	0
4272	4273	0
4273	4271	0
4271	4273	0
4272	4271	0
4271	4272	0
4003	4001	0
4001	4003	0
4302	4303	0
4306	4307	0
4304	4303	0
4306	4304	0
4301	4303	0
4306	4301	0
4302	4301	0
4301	4307	0
4302	4304	0
4304	4307	0
4353	4351	0
4351	4353	0
4353	4352	0
4352	4353	0
4351	4352	0
4352	4351	0
4292	4291	0
4291	4292	0
4292	4293	0
4293	4292	0
4291	4293	0
4293	4291	0
4372	4371	0
4371	4372	0
4361	4363	0
4363	4361	0
4282	4281	0
4281	4282	0
4282	4283	0
4283	4282	0
4281	4283	0
4283	4281	0
4411	4412	0
4412	4411	0
4241	4242	0
;


set I:= 4003;

set AM:=
(	4223	,	4212	)
(	4212	,	4211	)
(	4211	,	4223	)
(	4022	,	4031	)
(	4031	,	4041	)
(	4041	,	4022	)
(	4052	,	4061	)
(	4061	,	4071	)
(	4071	,	4052	)
(	4083	,	4091	)
(	4091	,	4101	)
(	4101	,	4083	)
(	4113	,	4121	)
(	4121	,	4131	)
(	4131	,	4113	)
(	4143	,	4151	)
(	4151	,	4161	)
(	4161	,	4143	)
(	4173	,	4461	)
(	4461	,	4462	)
(	4462	,	4173	)
(	4303	,	4311	)
(	4311	,	4321	)
(	4321	,	4306	)
(	4307	,	4331	)
(	4331	,	4341	)
(	4341	,	4302	)
;



set E:=
(	4001	,	4253	)
(	4252	,	4243	)
(	4243	,	4252	)
(	4242	,	4231	)
(	4231	,	4242	)
(	4233	,	4221	)
(	4221	,	4233	)
(	4003	,	4013	)
(	4013	,	4003	)
(	4014	,	4023	)
(	4023	,	4014	)
(	4021	,	4053	)
(	4053	,	4021	)
(	4051	,	4081	)
(	4081	,	4051	)
(	4082	,	4111	)
(	4111	,	4082	)
(	4112	,	4141	)
(	4141	,	4112	)
(	4171	,	4142	)
(	4142	,	4171	)
(	4181	,	4172	)
(	4172	,	4181	)
(	4201	,	4193	)
(	4193	,	4201	)
(	4192	,	4182	)
(	4182	,	4192	)
(	4262	,	4401	)
(	4401	,	4262	)
(	4272	,	4381	)
(	4381	,	4272	)
(	4402	,	4382	)
(	4382	,	4402	)
(	4263	,	4273	)
(	4273	,	4263	)
(	4304	,	4351	)
(	4351	,	4304	)
(	4291	,	4301	)
(	4301	,	4291	)
(	4371	,	4363	)
(	4363	,	4371	)
(	4281	,	4411	)
(	4411	,	4281	)
(	4222	,	4183	)
(	4183	,	4222	)
(	4232	,	4191	)
(	4191	,	4232	)
(	4241	,	4202	)
(	4202	,	4241	)
(	4251	,	4261	)
(	4261	,	4251	)
(	4271	,	4282	)
(	4282	,	4271	)
(	4283	,	4292	)
(	4292	,	4283	)
(	4293	,	4372	)
(	4372	,	4293	)
(	4412	,	4353	)
(	4353	,	4412	)
(	4352	,	4361	)
(	4361	,	4352	)
(	4253	,	4001	)
;
