set Nodos:=
7001	7000	7162	7161	7163	7173	7171	7172	7183	7181	7182	7193	7191	7192	
7203	7202	7201	7213	7212	7216	7215	7214	7561	7566	7562	7551	7556	7552	
7542	7546	7541	7531	7533	7532	7521	7526	7522	7512	7511	7523	7524	7525	
7493	7501	7491	7492	7481	7473	7482	7483	7411	7412	7413	7401	7402	7403	
7326	7325	7328	7321	7322	7324	7313	7317	7318	7315	7312	7314	7301	7304	
7302	7305	7306	7308	7433	7432	7431	7443	7447	7441	7442	7445	7444	7453	
7457	7451	7462	7467	7461	7472	7471	7477	7474	7475	7476	7245	7246	7242	
7241	7244	7211	7221	7223	7231	7233	7232	7252	7251	7253	7254	7222	7292	
7262	7293	7261	7264	7263	7271	7272	7273	7281	7282	7283	7153	7152	7151	
7143	7141	7142	7132	7133	7131	7122	7126	7121	7123	7124	7125	7004	7003	
7002	7011	7012	7016	7013	7014	7015	7113	7111	7112	7103	7101	7102	7093	
7091	7092	7083	7081	7082	7023	7036	7022	7037	7039	7040	7038	7033	7031	
7025	7032	7034	7035	7041	7043	7044	7045	7027	7042	7051	7052	7063	7061	
7062	7341	7342	7343	7353	7352	7351	7356	7355	7368	7369	7366	7073	7021	
7071	7074	7072	7334	7331	7333	7336	7337	7311	7327	7316	7303	7422	7423	
7424	7425	7426	7421	7332	7323	7357	7243	7307	7247	7563	7564	7565	7553	
7554	7555	7543	7544	7545	7502	7503	7452	7454	7455	7463	7464	7465	7365	
7513	7354
;

param : Arcos : w:=
7001	7000	0
7162	7163	0
7162	7161	0
7161	7163	0
7173	7171	0
7171	7172	0
7173	7172	0
7183	7181	0
7181	7182	0
7183	7182	0
7193	7192	0
7193	7191	0
7191	7192	0
7203	7202	0
7202	7201	0
7203	7201	0
7213	7211	0
7213	7212	0
7212	7216	0
7216	7214	0
7215	7214	0
7561	7563	0
7566	7562	0
7561	7562	0
7551	7553	0
7556	7552	0
7551	7552	0
7542	7543	0
7546	7541	0
7542	7541	0
7531	7533	0
7531	7532	0
7533	7532	0
7521	7523	0
7526	7522	0
7521	7522	0
7512	7513	0
7512	7511	0
7511	7513	0
7524	7525	0
7493	7491	0
7491	7493	0
7493	7492	0
7492	7493	0
7492	7491	0
7491	7492	0
7482	7481	0
7481	7482	0
7482	7483	0
7483	7482	0
7481	7483	0
7483	7481	0
7412	7411	0
7411	7412	0
7412	7413	0
7413	7412	0
7411	7413	0
7413	7411	0
7401	7402	0
7402	7401	0
7402	7403	0
7403	7402	0
7403	7401	0
7401	7403	0
7326	7327	0
7325	7326	0
7325	7327	0
7328	7327	0
7325	7328	0
7328	7326	0
7326	7328	0
7328	7321	0
7321	7328	0
7322	7321	0
7321	7323	0
7324	7323	0
7324	7321	0
7322	7323	0
7313	7317	0
7317	7313	0
7318	7315	0
7315	7316	0
7318	7317	0
7317	7316	0
7318	7316	0
7317	7315	0
7315	7317	0
7312	7314	0
7314	7311	0
7312	7313	0
7313	7311	0
7312	7311	0
7314	7313	0
7313	7314	0
7301	7304	0
7304	7303	0
7301	7302	0
7302	7303	0
7301	7303	0
7304	7302	0
7302	7304	0
7305	7306	0
7306	7307	0
7305	7308	0
7308	7307	0
7305	7307	0
7308	7306	0
7306	7308	0
7302	7308	0
7308	7302	0
7433	7432	0
7432	7433	0
7433	7431	0
7431	7433	0
7431	7432	0
7432	7431	0
7443	7442	0
7447	7443	0
7443	7441	0
7441	7443	0
7441	7442	0
7447	7441	0
7445	7444	0
7453	7452	0
7457	7453	0
7453	7451	0
7451	7453	0
7451	7452	0
7457	7451	0
7462	7463	0
7467	7462	0
7462	7461	0
7461	7462	0
7461	7463	0
7467	7461	0
7472	7471	0
7471	7472	0
7471	7473	0
7473	7471	0
7471	7474	0
7477	7471	0
7477	7473	0
7473	7474	0
7472	7474	0
7477	7472	0
7472	7473	0
7473	7472	0
7475	7476	0
7245	7247	0
7245	7246	0
7246	7247	0
7242	7246	0
7246	7242	0
7241	7242	0
7242	7243	0
7241	7244	0
7244	7243	0
7241	7243	0
7244	7242	0
7242	7244	0
7221	7223	0
7223	7222	0
7221	7222	0
7233	7231	0
7231	7233	0
7233	7232	0
7232	7233	0
7231	7232	0
7232	7231	0
7252	7251	0
7251	7252	0
7252	7253	0
7253	7252	0
7252	7254	0
7254	7252	0
7251	7254	0
7254	7251	0
7251	7253	0
7253	7251	0
7254	7253	0
7253	7254	0
7264	7263	0
7263	7264	0
7264	7261	0
7261	7264	0
7264	7262	0
7262	7264	0
7261	7262	0
7262	7261	0
7261	7263	0
7263	7261	0
7263	7262	0
7262	7263	0
7272	7271	0
7271	7272	0
7272	7273	0
7273	7272	0
7271	7273	0
7273	7271	0
7282	7281	0
7281	7282	0
7282	7283	0
7283	7282	0
7283	7281	0
7281	7283	0
7153	7152	0
7152	7153	0
7151	7152	0
7152	7151	0
7151	7153	0
7153	7151	0
7143	7141	0
7141	7143	0
7143	7142	0
7142	7143	0
7141	7142	0
7142	7141	0
7141	7132	0
7132	7141	0
7132	7133	0
7133	7132	0
7132	7131	0
7131	7132	0
7133	7131	0
7131	7133	0
7122	7123	0
7126	7122	0
7121	7123	0
7126	7121	0
7121	7122	0
7122	7121	0
7124	7125	0
7004	7003	0
7003	7004	0
7002	7004	0
7004	7002	0
7002	7003	0
7003	7002	0
7011	7012	0
7012	7011	0
7011	7013	0
7016	7011	0
7012	7013	0
7016	7012	0
7014	7015	0
7111	7112	0
7112	7111	0
7111	7113	0
7113	7111	0
7112	7113	0
7113	7112	0
7103	7101	0
7101	7103	0
7103	7102	0
7102	7103	0
7102	7101	0
7101	7102	0
7091	7093	0
7093	7091	0
7091	7092	0
7092	7091	0
7092	7093	0
7093	7092	0
7081	7083	0
7083	7081	0
7082	7083	0
7083	7082	0
7082	7081	0
7081	7082	0
7023	7021	0
7036	7039	0
7022	7036	0
7036	7037	0
7037	7036	0
7040	7038	0
7022	7037	0
7037	7039	0
7033	7031	0
7031	7033	0
7033	7032	0
7025	7033	0
7032	7031	0
7031	7032	0
7034	7035	0
7044	7045	0
7027	7041	0
7041	7043	0
7027	7042	0
7042	7043	0
7041	7042	0
7042	7041	0
7052	7051	0
7061	7062	0
7062	7063	0
7061	7063	0
7342	7341	0
7342	7343	0
7343	7341	0
7352	7353	0
7352	7354	0
7352	7351	0
7351	7354	0
7351	7356	0
7356	7351	0
7355	7356	0
7356	7357	0
7355	7357	0
7368	7369	0
7366	7365	0
7071	7074	0
7074	7072	0
7071	7073	0
7073	7072	0
7073	7074	0
7074	7073	0
7071	7072	0
7334	7331	0
7331	7332	0
7334	7333	0
7333	7332	0
7333	7331	0
7331	7333	0
7334	7332	0
7336	7337	0
7337	7336	0
7424	7425	0
7426	7421	0
7421	7423	0
7422	7421	0
7421	7422	0
7422	7423	0
7426	7422	0
7564	7565	0
7554	7555	0
7544	7545	0
7502	7503	0
7503	7502	0
7502	7501	0
7501	7502	0
7503	7501	0
7501	7503	0
7454	7455	0
7464	7465	0
7351	7353	0
7292	7293	0
7293	7292	0
7000	7162	87.885
7163	7173	29.648
7172	7183	84.123
7182	7193	41.579
7192	7203	48.082
7201	7213	252.852
7214	7561	48.201
7562	7551	30.097
7552	7542	38.588
7541	7531	84.557
7532	7521	65.956
7522	7512	88.631
7523	7524	18.42
7525	7526	18.361
7493	7501	178.307
7501	7493	178.307
7491	7481	235.44
7481	7491	235.44
7473	7482	65.214
7482	7473	65.214
7483	7411	202.745
7411	7483	202.745
7413	7401	70.689
7401	7413	70.689
7402	7326	113.629
7326	7402	113.629
7433	7306	44.104
7306	7433	44.104
7443	7431	40.567
7431	7443	40.567
7442	7445	49.769
7444	7447	49.675
7453	7441	42.214
7441	7453	42.214
7462	7451	42.654
7451	7462	42.654
7472	7461	50.685
7461	7472	50.685
7474	7475	10.771
7476	7477	10.515
7211	7221	60.159
7223	7231	231.96
7231	7223	231.96
7202	7233	57.64
7233	7202	57.64
7232	7252	69.992
7252	7232	69.992
7222	7241	70.354
7244	7251	205.771
7251	7244	205.771
7253	7292	76.607
7292	7253	76.607
