NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 222.89 1
uni 31752 31766 156.49 1
uni 31766 31794 28.42 1
uni 31773 31492 132.88 1
uni 31793 31773 222.89 1
uni 31794 31809 89.97 1
uni 31809 31826 222.89 1
uni 31818 31793 222.89 1
uni 31826 31818 36.40 1
uni 31829 31818 106.49 1
uni 31849 31829 222.89 1
uni 31871 31849 222.89 1
uni 31886 31837 222.89 1
uni 48797 31871 32.76 1
uni 31818 31995 164.91 1
uni 31905 31892 182.50 1
uni 31947 31886 160.93 1
uni 31951 31905 222.89 1
uni 31965 31951 222.89 1
uni 31837 31972 222.89 1
uni 31983 31965 124.28 1
uni 31972 31983 222.89 1
uni 31991 31837 121.49 1
uni 31995 32005 222.89 1
uni 32004 31991 217.68 1
uni 32005 32004 202.44 1
uni 32006 31947 100.19 1
uni 32057 32006 222.89 1
uni 32144 32057 222.89 1
uni 31837 32165 112.61 1
uni 32211 32144 62.01 1
uni 32165 32253 222.89 1
uni 32288 32211 84.06 1
uni 32353 32288 179.63 1
uni 32518 32353 162.26 1
uni 32253 32518 187.13 1
uni 32619 32518 154.17 1
uni 32709 32619 222.89 1
uni 32518 32733 130.97 1
uni 32815 32735 222.89 1
uni 32885 32709 222.89 1
uni 32733 32885 99.86 1
uni 32887 32815 157.05 1
uni 32887 47103 222.89 1
bi 32735 47103 222.89 1
uni 31892 48797 53.63 1
bi 31833 31492 192.97 1
bi 31840 31794 26.45 1
bi 31850 31818 161.77 1
bi 31840 31850 222.89 1
bi 31853 31752 222.89 1
bi 31833 31853 32.93 1
bi 31902 31840 222.89 1
bi 31913 31850 149.05 1
bi 31902 31913 222.89 1
bi 31920 51511 38.24 1
bi 31930 31995 70.04 1
bi 31913 31930 218.40 1
bi 31931 31853 222.89 1
bi 31920 31931 222.89 1
bi 31936 31920 131.36 1
bi 31937 31766 145.22 1
bi 31931 31937 222.89 1
bi 31941 31902 75.30 1
bi 31937 31941 179.66 1
bi 31973 31941 222.89 1
bi 31973 31982 222.89 1
bi 31981 31913 162.61 1
bi 31982 31981 222.89 1
bi 31984 31833 222.89 1
bi 31994 31930 112.52 1
bi 31981 31994 90.34 1
bi 32011 31931 222.89 1
bi 31984 32011 222.89 1
bi 32035 31973 222.89 1
bi 32041 31982 222.89 1
bi 32035 32041 222.89 1
bi 32044 31981 220.18 1
bi 32041 32044 85.32 1
bi 32046 31994 222.89 1
bi 32044 32046 136.27 1
bi 32068 32011 99.32 1
bi 32072 31937 58.88 1
bi 32068 32072 222.89 1
bi 32086 32035 222.89 1
bi 32072 32086 194.49 1
bi 32095 32041 222.89 1
bi 32086 32095 206.53 1
bi 32101 32044 77.55 1
bi 32095 32101 222.89 1
bi 32106 32005 168.63 1
bi 32107 32046 222.89 1
bi 32101 32107 163.48 1
bi 32119 32004 52.11 1
bi 32106 32119 222.89 1
bi 32125 31984 153.56 1
bi 32136 31991 174.59 1
bi 32119 32136 45.34 1
bi 32138 32068 71.54 1
bi 32139 32138 169.83 1
bi 32148 51522 222.89 1
bi 32136 32148 183.57 1
bi 32148 32165 58.82 1
bi 32166 32086 222.89 1
bi 32173 32095 218.02 1
bi 32166 32173 222.89 1
bi 32177 32101 181.79 1
bi 32173 32177 222.89 1
bi 32188 32107 222.89 1
bi 32177 32188 222.89 1
bi 32199 32106 151.08 1
bi 32216 32256 222.89 1
bi 32217 32139 180.75 1
bi 32226 32138 114.28 1
bi 32217 32226 222.89 1
bi 32240 32072 222.89 1
bi 32243 32166 79.22 1
bi 32240 32243 55.07 1
bi 32243 32248 222.89 1
bi 32247 32173 34.53 1
bi 32248 32247 117.64 1
bi 32199 32253 222.89 1
bi 32255 32199 222.89 1
bi 32256 32255 154.89 1
bi 32263 32177 67.74 1
bi 32247 32263 5.04 1
bi 32263 32271 66.54 1
