NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 222.89 1
uni 31752 31766 89.29 1
uni 31766 31794 46.55 1
uni 31773 31492 86.05 1
uni 31793 31773 222.89 1
uni 31794 31809 222.89 1
uni 31809 31826 216.72 1
uni 31818 31793 157.55 1
uni 31826 31818 222.89 1
uni 31829 31818 222.89 1
uni 31849 31829 222.89 1
uni 31871 31849 209.85 1
uni 31886 31837 62.64 1
uni 48797 31871 104.84 1
uni 31818 31995 39.03 1
uni 31905 31892 147.83 1
uni 31947 31886 11.64 1
uni 31951 31905 36.06 1
uni 31965 31951 164.49 1
uni 31837 31972 222.89 1
uni 31983 31965 16.91 1
uni 31972 31983 222.89 1
uni 31991 31837 222.89 1
uni 31995 32005 198.11 1
uni 32004 31991 107.02 1
uni 32005 32004 166.94 1
uni 32006 31947 71.48 1
uni 32057 32006 110.39 1
uni 32144 32057 222.89 1
uni 31837 32165 222.89 1
uni 32211 32144 86.53 1
uni 32165 32253 222.89 1
uni 32288 32211 95.87 1
uni 32353 32288 126.74 1
uni 32518 32353 145.16 1
uni 32253 32518 222.89 1
uni 32619 32518 222.89 1
uni 32709 32619 110.28 1
uni 32518 32733 222.89 1
uni 32815 32735 186.97 1
uni 32885 32709 222.57 1
uni 32733 32885 53.77 1
uni 32887 32815 93.12 1
uni 32887 47103 109.20 1
bi 32735 47103 222.89 1
uni 31892 48797 222.89 1
bi 31833 31492 222.89 1
bi 31840 31794 105.24 1
bi 31850 31818 222.89 1
bi 31840 31850 107.71 1
bi 31853 31752 222.89 1
bi 31833 31853 97.65 1
bi 31902 31840 194.10 1
bi 31913 31850 222.89 1
bi 31902 31913 222.89 1
bi 31920 51511 52.98 1
bi 31930 31995 222.89 1
bi 31913 31930 215.14 1
bi 31931 31853 222.89 1
bi 31920 31931 50.86 1
bi 31936 31920 222.89 1
bi 31937 31766 179.10 1
bi 31931 31937 117.98 1
bi 31941 31902 222.89 1
bi 31937 31941 222.89 1
bi 31973 31941 173.20 1
bi 31973 31982 95.88 1
bi 31981 31913 222.89 1
bi 31982 31981 221.85 1
bi 31984 31833 112.68 1
bi 31994 31930 119.06 1
bi 31981 31994 109.14 1
bi 32011 31931 196.40 1
bi 31984 32011 222.89 1
bi 32035 31973 222.89 1
bi 32041 31982 222.89 1
bi 32035 32041 15.75 1
bi 32044 31981 222.89 1
bi 32041 32044 222.89 1
bi 32046 31994 153.52 1
bi 32044 32046 139.66 1
bi 32068 32011 222.89 1
bi 32072 31937 222.89 1
bi 32068 32072 222.89 1
bi 32086 32035 174.06 1
bi 32072 32086 193.85 1
bi 32095 32041 25.09 1
bi 32086 32095 222.89 1
bi 32101 32044 51.95 1
bi 32095 32101 222.89 1
bi 32106 32005 222.89 1
bi 32107 32046 78.27 1
bi 32101 32107 222.89 1
bi 32119 32004 222.89 1
bi 32106 32119 219.32 1
bi 32125 31984 222.89 1
bi 32136 31991 102.67 1
bi 32119 32136 222.89 1
bi 32138 32068 214.82 1
bi 32139 32138 146.05 1
bi 32148 51522 195.44 1
bi 32136 32148 154.79 1
bi 32148 32165 131.49 1
bi 32166 32086 201.21 1
bi 32173 32095 101.72 1
bi 32166 32173 222.89 1
bi 32177 32101 107.75 1
bi 32173 32177 222.89 1
bi 32188 32107 42.89 1
bi 32177 32188 96.32 1
bi 32199 32106 132.59 1
bi 32216 32256 222.89 1
bi 32217 32139 155.23 1
bi 32226 32138 194.46 1
bi 32217 32226 59.61 1
bi 32240 32072 221.51 1
bi 32243 32166 195.75 1
bi 32240 32243 97.14 1
bi 32243 32248 129.09 1
bi 32247 32173 222.89 1
bi 32248 32247 95.79 1
bi 32199 32253 215.97 1
bi 32255 32199 222.89 1
bi 32256 32255 222.89 1
bi 32263 32177 222.89 1
bi 32247 32263 40.70 1
bi 32263 32271 222.89 1
