NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 102.80 1
uni 31752 31766 110.29 1
uni 31766 31794 132.57 1
uni 31773 31492 152.13 1
uni 31793 31773 105.68 1
uni 31794 31809 161.15 1
uni 31809 31826 100.81 1
uni 31818 31793 14.32 1
uni 31826 31818 93.64 1
uni 31829 31818 110.19 1
uni 31849 31829 124.21 1
uni 31871 31849 93.37 1
uni 31886 31837 47.80 1
uni 48797 31871 166.13 1
uni 31818 31995 101.31 1
uni 31905 31892 129.79 1
uni 31947 31886 155.32 1
uni 31951 31905 119.47 1
uni 31965 31951 84.90 1
uni 31837 31972 34.95 1
uni 31983 31965 102.47 1
uni 31972 31983 97.00 1
uni 31991 31837 120.78 1
uni 31995 32005 116.38 1
uni 32004 31991 140.91 1
uni 32005 32004 97.23 1
uni 32006 31947 81.08 1
uni 32057 32006 117.81 1
uni 32144 32057 122.51 1
uni 31837 32165 167.73 1
uni 32211 32144 57.79 1
uni 32165 32253 177.04 1
uni 32288 32211 107.87 1
uni 32353 32288 65.99 1
uni 32518 32353 51.98 1
uni 32253 32518 113.83 1
uni 32619 32518 117.02 1
uni 32709 32619 66.33 1
uni 32518 32733 127.91 1
uni 32815 32735 175.10 1
uni 32885 32709 222.89 1
uni 32733 32885 62.99 1
uni 32887 32815 77.29 1
uni 32887 47103 139.36 1
bi 32735 47103 107.73 1
uni 31892 48797 74.18 1
bi 31833 31492 122.14 1
bi 31840 31794 149.18 1
bi 31850 31818 75.28 1
bi 31840 31850 97.65 1
bi 31853 31752 148.63 1
bi 31833 31853 131.91 1
bi 31902 31840 91.11 1
bi 31913 31850 100.79 1
bi 31902 31913 117.76 1
bi 31920 51511 139.95 1
bi 31930 31995 167.93 1
bi 31913 31930 121.52 1
bi 31931 31853 112.97 1
bi 31920 31931 168.18 1
bi 31936 31920 108.65 1
bi 31937 31766 118.12 1
bi 31931 31937 158.87 1
bi 31941 31902 110.26 1
bi 31937 31941 78.26 1
bi 31973 31941 133.06 1
bi 31973 31982 94.26 1
bi 31981 31913 144.16 1
bi 31982 31981 104.01 1
bi 31984 31833 115.98 1
bi 31994 31930 158.91 1
bi 31981 31994 153.74 1
bi 32011 31931 179.85 1
bi 31984 32011 71.73 1
bi 32035 31973 107.09 1
bi 32041 31982 197.66 1
bi 32035 32041 92.81 1
bi 32044 31981 169.32 1
bi 32041 32044 93.67 1
bi 32046 31994 182.47 1
bi 32044 32046 132.77 1
bi 32068 32011 113.79 1
bi 32072 31937 104.60 1
bi 32068 32072 76.52 1
bi 32086 32035 87.82 1
bi 32072 32086 100.55 1
bi 32095 32041 45.62 1
bi 32086 32095 121.34 1
bi 32101 32044 95.88 1
bi 32095 32101 136.19 1
bi 32106 32005 103.60 1
bi 32107 32046 183.96 1
bi 32101 32107 91.82 1
bi 32119 32004 123.48 1
bi 32106 32119 141.45 1
bi 32125 31984 121.81 1
bi 32136 31991 174.99 1
bi 32119 32136 141.35 1
bi 32138 32068 48.59 1
bi 32139 32138 133.37 1
bi 32148 51522 128.91 1
bi 32136 32148 128.82 1
bi 32148 32165 28.07 1
bi 32166 32086 161.83 1
bi 32173 32095 108.23 1
bi 32166 32173 97.47 1
bi 32177 32101 140.22 1
bi 32173 32177 104.92 1
bi 32188 32107 113.07 1
bi 32177 32188 119.26 1
bi 32199 32106 88.24 1
bi 32216 32256 63.69 1
bi 32217 32139 142.24 1
bi 32226 32138 52.92 1
bi 32217 32226 128.71 1
bi 32240 32072 101.91 1
bi 32243 32166 124.63 1
bi 32240 32243 99.27 1
bi 32243 32248 124.98 1
bi 32247 32173 87.72 1
bi 32248 32247 101.92 1
bi 32199 32253 60.76 1
bi 32255 32199 119.38 1
bi 32256 32255 78.27 1
bi 32263 32177 96.66 1
bi 32247 32263 154.64 1
bi 32263 32271 190.67 1
