NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 151.31 1
uni 31752 31766 148.66 1
uni 31766 31794 77.80 1
uni 31773 31492 136.74 1
uni 31793 31773 113.37 1
uni 31794 31809 159.26 1
uni 31809 31826 176.01 1
uni 31818 31793 100.24 1
uni 31826 31818 144.61 1
uni 31829 31818 151.47 1
uni 31849 31829 68.45 1
uni 31871 31849 193.63 1
uni 31886 31837 103.94 1
uni 48797 31871 93.03 1
uni 31818 31995 94.92 1
uni 31905 31892 161.23 1
uni 31947 31886 135.03 1
uni 31951 31905 97.13 1
uni 31965 31951 110.09 1
uni 31837 31972 134.67 1
uni 31983 31965 103.35 1
uni 31972 31983 160.00 1
uni 31991 31837 149.80 1
uni 31995 32005 101.17 1
uni 32004 31991 141.72 1
uni 32005 32004 105.37 1
uni 32006 31947 142.13 1
uni 32057 32006 108.37 1
uni 32144 32057 211.51 1
uni 31837 32165 110.43 1
uni 32211 32144 49.63 1
uni 32165 32253 63.10 1
uni 32288 32211 90.55 1
uni 32353 32288 117.35 1
uni 32518 32353 130.42 1
uni 32253 32518 44.78 1
uni 32619 32518 108.98 1
uni 32709 32619 128.49 1
uni 32518 32733 85.51 1
uni 32815 32735 80.36 1
uni 32885 32709 52.51 1
uni 32733 32885 122.28 1
uni 32887 32815 96.70 1
uni 32887 47103 119.60 1
bi 32735 47103 88.31 1
uni 31892 48797 95.66 1
bi 31833 31492 77.88 1
bi 31840 31794 131.40 1
bi 31850 31818 54.16 1
bi 31840 31850 135.14 1
bi 31853 31752 82.44 1
bi 31833 31853 138.06 1
bi 31902 31840 137.78 1
bi 31913 31850 152.78 1
bi 31902 31913 159.97 1
bi 31920 51511 81.25 1
bi 31930 31995 195.47 1
bi 31913 31930 138.75 1
bi 31931 31853 108.54 1
bi 31920 31931 96.60 1
bi 31936 31920 103.16 1
bi 31937 31766 88.84 1
bi 31931 31937 99.81 1
bi 31941 31902 58.27 1
bi 31937 31941 135.28 1
bi 31973 31941 51.46 1
bi 31973 31982 177.12 1
bi 31981 31913 99.39 1
bi 31982 31981 86.64 1
bi 31984 31833 120.71 1
bi 31994 31930 163.88 1
bi 31981 31994 122.29 1
bi 32011 31931 180.53 1
bi 31984 32011 146.80 1
bi 32035 31973 141.49 1
bi 32041 31982 202.57 1
bi 32035 32041 177.18 1
bi 32044 31981 110.22 1
bi 32041 32044 172.83 1
bi 32046 31994 109.36 1
bi 32044 32046 128.77 1
bi 32068 32011 73.79 1
bi 32072 31937 185.09 1
bi 32068 32072 71.67 1
bi 32086 32035 146.00 1
bi 32072 32086 81.24 1
bi 32095 32041 113.93 1
bi 32086 32095 113.13 1
bi 32101 32044 148.05 1
bi 32095 32101 143.03 1
bi 32106 32005 96.39 1
bi 32107 32046 4.84 1
bi 32101 32107 72.01 1
bi 32119 32004 92.67 1
bi 32106 32119 64.92 1
bi 32125 31984 74.60 1
bi 32136 31991 133.83 1
bi 32119 32136 132.85 1
bi 32138 32068 122.25 1
bi 32139 32138 107.92 1
bi 32148 51522 82.37 1
bi 32136 32148 52.54 1
bi 32148 32165 183.44 1
bi 32166 32086 123.84 1
bi 32173 32095 155.98 1
bi 32166 32173 149.50 1
bi 32177 32101 90.30 1
bi 32173 32177 181.00 1
bi 32188 32107 168.69 1
bi 32177 32188 195.01 1
bi 32199 32106 158.04 1
bi 32216 32256 145.52 1
bi 32217 32139 155.23 1
bi 32226 32138 47.62 1
bi 32217 32226 128.95 1
bi 32240 32072 92.39 1
bi 32243 32166 151.49 1
bi 32240 32243 158.11 1
bi 32243 32248 132.32 1
bi 32247 32173 76.91 1
bi 32248 32247 154.20 1
bi 32199 32253 127.54 1
bi 32255 32199 123.72 1
bi 32256 32255 107.38 1
bi 32263 32177 124.46 1
bi 32247 32263 144.32 1
bi 32263 32271 134.87 1
