NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 204.41 1
uni 31752 31766 109.14 1
uni 31766 31794 141.32 1
uni 31773 31492 158.09 1
uni 31793 31773 127.83 1
uni 31794 31809 62.71 1
uni 31809 31826 97.47 1
uni 31818 31793 96.37 1
uni 31826 31818 123.05 1
uni 31829 31818 139.14 1
uni 31849 31829 100.61 1
uni 31871 31849 68.35 1
uni 31886 31837 144.91 1
uni 48797 31871 177.12 1
uni 31818 31995 124.43 1
uni 31905 31892 131.37 1
uni 31947 31886 125.16 1
uni 31951 31905 133.82 1
uni 31965 31951 147.71 1
uni 31837 31972 150.65 1
uni 31983 31965 128.22 1
uni 31972 31983 127.80 1
uni 31991 31837 106.51 1
uni 31995 32005 141.67 1
uni 32004 31991 58.34 1
uni 32005 32004 104.39 1
uni 32006 31947 125.61 1
uni 32057 32006 66.62 1
uni 32144 32057 116.65 1
uni 31837 32165 132.71 1
uni 32211 32144 203.43 1
uni 32165 32253 74.95 1
uni 32288 32211 79.62 1
uni 32353 32288 127.53 1
uni 32518 32353 145.16 1
uni 32253 32518 106.87 1
uni 32619 32518 143.57 1
uni 32709 32619 58.16 1
uni 32518 32733 59.86 1
uni 32815 32735 58.21 1
uni 32885 32709 147.24 1
uni 32733 32885 121.72 1
uni 32887 32815 130.16 1
uni 32887 47103 102.34 1
bi 32735 47103 123.57 1
uni 31892 48797 86.13 1
bi 31833 31492 122.70 1
bi 31840 31794 146.22 1
bi 31850 31818 211.99 1
bi 31840 31850 149.89 1
bi 31853 31752 109.28 1
bi 31833 31853 121.20 1
bi 31902 31840 82.32 1
bi 31913 31850 66.82 1
bi 31902 31913 165.47 1
bi 31920 51511 93.96 1
bi 31930 31995 107.16 1
bi 31913 31930 101.06 1
bi 31931 31853 103.89 1
bi 31920 31931 89.74 1
bi 31936 31920 103.73 1
bi 31937 31766 108.96 1
bi 31931 31937 122.46 1
bi 31941 31902 109.13 1
bi 31937 31941 79.92 1
bi 31973 31941 121.12 1
bi 31973 31982 123.84 1
bi 31981 31913 116.70 1
bi 31982 31981 114.09 1
bi 31984 31833 92.67 1
bi 31994 31930 152.56 1
bi 31981 31994 58.50 1
bi 32011 31931 147.81 1
bi 31984 32011 136.90 1
bi 32035 31973 111.84 1
bi 32041 31982 106.77 1
bi 32035 32041 79.98 1
bi 32044 31981 100.98 1
bi 32041 32044 106.83 1
bi 32046 31994 178.96 1
bi 32044 32046 128.06 1
bi 32068 32011 129.61 1
bi 32072 31937 124.45 1
bi 32068 32072 88.14 1
bi 32086 32035 126.14 1
bi 32072 32086 188.68 1
bi 32095 32041 78.68 1
bi 32086 32095 154.93 1
bi 32101 32044 93.65 1
bi 32095 32101 122.43 1
bi 32106 32005 100.69 1
bi 32107 32046 63.10 1
bi 32101 32107 125.51 1
bi 32119 32004 210.50 1
bi 32106 32119 143.12 1
bi 32125 31984 84.09 1
bi 32136 31991 106.72 1
bi 32119 32136 83.32 1
bi 32138 32068 93.07 1
bi 32139 32138 87.72 1
bi 32148 51522 148.57 1
bi 32136 32148 88.49 1
bi 32148 32165 128.07 1
bi 32166 32086 101.48 1
bi 32173 32095 62.31 1
bi 32166 32173 139.18 1
bi 32177 32101 172.66 1
bi 32173 32177 109.03 1
bi 32188 32107 143.73 1
bi 32177 32188 148.72 1
bi 32199 32106 117.41 1
bi 32216 32256 57.96 1
bi 32217 32139 97.23 1
bi 32226 32138 132.07 1
bi 32217 32226 130.55 1
bi 32240 32072 144.10 1
bi 32243 32166 118.69 1
bi 32240 32243 82.82 1
bi 32243 32248 117.71 1
bi 32247 32173 131.78 1
bi 32248 32247 88.28 1
bi 32199 32253 157.91 1
bi 32255 32199 112.69 1
bi 32256 32255 128.78 1
bi 32263 32177 134.03 1
bi 32247 32263 180.51 1
bi 32263 32271 103.58 1
