NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 46.04 1
uni 31752 31766 165.88 1
uni 31766 31794 222.89 1
uni 31773 31492 133.14 1
uni 31793 31773 222.89 1
uni 31794 31809 52.31 1
uni 31809 31826 76.73 1
uni 31818 31793 48.01 1
uni 31826 31818 222.89 1
uni 31829 31818 216.77 1
uni 31849 31829 222.89 1
uni 31871 31849 103.50 1
uni 31886 31837 96.65 1
uni 48797 31871 130.74 1
uni 31818 31995 222.89 1
uni 31905 31892 222.89 1
uni 31947 31886 222.89 1
uni 31951 31905 222.89 1
uni 31965 31951 129.43 1
uni 31837 31972 127.66 1
uni 31983 31965 140.14 1
uni 31972 31983 115.70 1
uni 31991 31837 222.89 1
uni 31995 32005 222.89 1
uni 32004 31991 195.72 1
uni 32005 32004 222.89 1
uni 32006 31947 222.89 1
uni 32057 32006 222.89 1
uni 32144 32057 222.89 1
uni 31837 32165 59.65 1
uni 32211 32144 113.82 1
uni 32165 32253 64.78 1
uni 32288 32211 173.29 1
uni 32353 32288 222.89 1
uni 32518 32353 138.75 1
uni 32253 32518 45.62 1
uni 32619 32518 222.89 1
uni 32709 32619 222.89 1
uni 32518 32733 133.62 1
uni 32815 32735 222.89 1
uni 32885 32709 160.56 1
uni 32733 32885 169.13 1
uni 32887 32815 222.89 1
uni 32887 47103 222.89 1
bi 32735 47103 70.04 1
uni 31892 48797 222.89 1
bi 31833 31492 222.89 1
bi 31840 31794 222.89 1
bi 31850 31818 89.68 1
bi 31840 31850 92.79 1
bi 31853 31752 117.55 1
bi 31833 31853 141.27 1
bi 31902 31840 138.85 1
bi 31913 31850 222.89 1
bi 31902 31913 222.89 1
bi 31920 51511 222.89 1
bi 31930 31995 222.89 1
bi 31913 31930 222.89 1
bi 31931 31853 21.10 1
bi 31920 31931 80.62 1
bi 31936 31920 222.89 1
bi 31937 31766 222.89 1
bi 31931 31937 176.08 1
bi 31941 31902 214.67 1
bi 31937 31941 222.89 1
bi 31973 31941 222.89 1
bi 31973 31982 181.13 1
bi 31981 31913 222.89 1
bi 31982 31981 142.56 1
bi 31984 31833 126.19 1
bi 31994 31930 163.22 1
bi 31981 31994 188.32 1
bi 32011 31931 145.44 1
bi 31984 32011 222.89 1
bi 32035 31973 159.01 1
bi 32041 31982 217.39 1
bi 32035 32041 222.89 1
bi 32044 31981 44.06 1
bi 32041 32044 93.85 1
bi 32046 31994 202.58 1
bi 32044 32046 150.83 1
bi 32068 32011 222.89 1
bi 32072 31937 133.63 1
bi 32068 32072 171.13 1
bi 32086 32035 222.89 1
bi 32072 32086 222.89 1
bi 32095 32041 188.99 1
bi 32086 32095 222.89 1
bi 32101 32044 75.99 1
bi 32095 32101 130.54 1
bi 32106 32005 33.35 1
bi 32107 32046 222.89 1
bi 32101 32107 188.76 1
bi 32119 32004 222.89 1
bi 32106 32119 75.42 1
bi 32125 31984 183.82 1
bi 32136 31991 67.20 1
bi 32119 32136 145.51 1
bi 32138 32068 94.62 1
bi 32139 32138 82.73 1
bi 32148 51522 111.69 1
bi 32136 32148 142.10 1
bi 32148 32165 91.68 1
bi 32166 32086 105.27 1
bi 32173 32095 222.89 1
bi 32166 32173 222.89 1
bi 32177 32101 173.01 1
bi 32173 32177 88.13 1
bi 32188 32107 220.31 1
bi 32177 32188 55.24 1
bi 32199 32106 222.89 1
bi 32216 32256 222.89 1
bi 32217 32139 203.11 1
bi 32226 32138 70.02 1
bi 32217 32226 222.89 1
bi 32240 32072 159.15 1
bi 32243 32166 71.48 1
bi 32240 32243 99.96 1
bi 32243 32248 61.42 1
bi 32247 32173 222.89 1
bi 32248 32247 186.02 1
bi 32199 32253 126.21 1
bi 32255 32199 222.89 1
bi 32256 32255 222.89 1
bi 32263 32177 177.36 1
bi 32247 32263 86.43 1
bi 32263 32271 144.09 1
