NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 96.53 1
uni 31752 31766 136.60 1
uni 31766 31794 43.17 1
uni 31773 31492 222.89 1
uni 31793 31773 222.89 1
uni 31794 31809 65.87 1
uni 31809 31826 173.86 1
uni 31818 31793 111.38 1
uni 31826 31818 95.74 1
uni 31829 31818 192.44 1
uni 31849 31829 53.26 1
uni 31871 31849 222.89 1
uni 31886 31837 222.89 1
uni 48797 31871 10.67 1
uni 31818 31995 222.89 1
uni 31905 31892 162.22 1
uni 31947 31886 222.89 1
uni 31951 31905 222.89 1
uni 31965 31951 222.89 1
uni 31837 31972 222.89 1
uni 31983 31965 222.89 1
uni 31972 31983 166.23 1
uni 31991 31837 182.15 1
uni 31995 32005 222.89 1
uni 32004 31991 61.33 1
uni 32005 32004 63.43 1
uni 32006 31947 198.53 1
uni 32057 32006 192.83 1
uni 32144 32057 129.54 1
uni 31837 32165 222.89 1
uni 32211 32144 222.89 1
uni 32165 32253 180.96 1
uni 32288 32211 80.34 1
uni 32353 32288 222.89 1
uni 32518 32353 70.60 1
uni 32253 32518 66.08 1
uni 32619 32518 222.89 1
uni 32709 32619 110.62 1
uni 32518 32733 130.23 1
uni 32815 32735 197.48 1
uni 32885 32709 131.00 1
uni 32733 32885 112.47 1
uni 32887 32815 98.52 1
uni 32887 47103 211.19 1
bi 32735 47103 94.67 1
uni 31892 48797 82.25 1
bi 31833 31492 167.19 1
bi 31840 31794 54.80 1
bi 31850 31818 154.53 1
bi 31840 31850 113.11 1
bi 31853 31752 222.89 1
bi 31833 31853 222.89 1
bi 31902 31840 222.89 1
bi 31913 31850 123.04 1
bi 31902 31913 222.89 1
bi 31920 51511 69.17 1
bi 31930 31995 102.73 1
bi 31913 31930 149.52 1
bi 31931 31853 54.99 1
bi 31920 31931 136.38 1
bi 31936 31920 177.55 1
bi 31937 31766 163.88 1
bi 31931 31937 222.89 1
bi 31941 31902 53.64 1
bi 31937 31941 110.61 1
bi 31973 31941 122.25 1
bi 31973 31982 214.27 1
bi 31981 31913 222.89 1
bi 31982 31981 222.89 1
bi 31984 31833 131.53 1
bi 31994 31930 222.89 1
bi 31981 31994 212.30 1
bi 32011 31931 191.78 1
bi 31984 32011 30.24 1
bi 32035 31973 222.89 1
bi 32041 31982 202.07 1
bi 32035 32041 222.89 1
bi 32044 31981 222.89 1
bi 32041 32044 173.60 1
bi 32046 31994 199.71 1
bi 32044 32046 143.98 1
bi 32068 32011 191.17 1
bi 32072 31937 104.77 1
bi 32068 32072 152.41 1
bi 32086 32035 178.32 1
bi 32072 32086 96.28 1
bi 32095 32041 50.25 1
bi 32086 32095 222.89 1
bi 32101 32044 138.32 1
bi 32095 32101 74.55 1
bi 32106 32005 150.52 1
bi 32107 32046 222.89 1
bi 32101 32107 222.89 1
bi 32119 32004 222.89 1
bi 32106 32119 106.43 1
bi 32125 31984 140.22 1
bi 32136 31991 47.60 1
bi 32119 32136 198.16 1
bi 32138 32068 156.26 1
bi 32139 32138 76.32 1
bi 32148 51522 190.78 1
bi 32136 32148 222.89 1
bi 32148 32165 222.89 1
bi 32166 32086 79.74 1
bi 32173 32095 31.37 1
bi 32166 32173 222.89 1
bi 32177 32101 222.89 1
bi 32173 32177 125.09 1
bi 32188 32107 222.89 1
bi 32177 32188 75.18 1
bi 32199 32106 222.89 1
bi 32216 32256 222.89 1
bi 32217 32139 222.89 1
bi 32226 32138 160.70 1
bi 32217 32226 222.89 1
bi 32240 32072 222.89 1
bi 32243 32166 222.89 1
bi 32240 32243 30.42 1
bi 32243 32248 191.74 1
bi 32247 32173 132.01 1
bi 32248 32247 222.89 1
bi 32199 32253 97.03 1
bi 32255 32199 222.89 1
bi 32256 32255 144.06 1
bi 32263 32177 222.89 1
bi 32247 32263 222.89 1
bi 32263 32271 222.89 1
