NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 222.89 1
uni 31752 31766 80.67 1
uni 31766 31794 26.23 1
uni 31773 31492 9.98 1
uni 31793 31773 172.31 1
uni 31794 31809 173.30 1
uni 31809 31826 222.89 1
uni 31818 31793 222.89 1
uni 31826 31818 38.55 1
uni 31829 31818 125.95 1
uni 31849 31829 47.86 1
uni 31871 31849 222.89 1
uni 31886 31837 222.89 1
uni 48797 31871 222.89 1
uni 31818 31995 191.27 1
uni 31905 31892 222.89 1
uni 31947 31886 71.85 1
uni 31951 31905 110.10 1
uni 31965 31951 148.73 1
uni 31837 31972 104.14 1
uni 31983 31965 222.89 1
uni 31972 31983 222.89 1
uni 31991 31837 222.89 1
uni 31995 32005 222.89 1
uni 32004 31991 222.89 1
uni 32005 32004 90.74 1
uni 32006 31947 146.49 1
uni 32057 32006 65.01 1
uni 32144 32057 222.89 1
uni 31837 32165 222.89 1
uni 32211 32144 15.04 1
uni 32165 32253 14.28 1
uni 32288 32211 222.89 1
uni 32353 32288 53.97 1
uni 32518 32353 222.89 1
uni 32253 32518 186.74 1
uni 32619 32518 222.89 1
uni 32709 32619 222.89 1
uni 32518 32733 82.47 1
uni 32815 32735 14.68 1
uni 32885 32709 130.88 1
uni 32733 32885 155.67 1
uni 32887 32815 222.89 1
uni 32887 47103 133.47 1
bi 32735 47103 222.89 1
uni 31892 48797 130.04 1
bi 31833 31492 78.10 1
bi 31840 31794 71.90 1
bi 31850 31818 28.22 1
bi 31840 31850 45.24 1
bi 31853 31752 222.89 1
bi 31833 31853 205.02 1
bi 31902 31840 222.89 1
bi 31913 31850 222.89 1
bi 31902 31913 36.75 1
bi 31920 51511 20.04 1
bi 31930 31995 59.03 1
bi 31913 31930 203.71 1
bi 31931 31853 222.89 1
bi 31920 31931 222.89 1
bi 31936 31920 222.89 1
bi 31937 31766 155.73 1
bi 31931 31937 204.05 1
bi 31941 31902 222.89 1
bi 31937 31941 214.79 1
bi 31973 31941 129.00 1
bi 31973 31982 222.89 1
bi 31981 31913 222.89 1
bi 31982 31981 222.89 1
bi 31984 31833 52.76 1
bi 31994 31930 137.02 1
bi 31981 31994 221.17 1
bi 32011 31931 213.28 1
bi 31984 32011 222.89 1
bi 32035 31973 185.03 1
bi 32041 31982 222.89 1
bi 32035 32041 117.35 1
bi 32044 31981 222.89 1
bi 32041 32044 160.62 1
bi 32046 31994 222.89 1
bi 32044 32046 106.86 1
bi 32068 32011 222.89 1
bi 32072 31937 192.16 1
bi 32068 32072 104.39 1
bi 32086 32035 222.89 1
bi 32072 32086 76.84 1
bi 32095 32041 188.65 1
bi 32086 32095 161.26 1
bi 32101 32044 222.89 1
bi 32095 32101 104.88 1
bi 32106 32005 97.80 1
bi 32107 32046 188.72 1
bi 32101 32107 27.45 1
bi 32119 32004 145.65 1
bi 32106 32119 120.91 1
bi 32125 31984 48.74 1
bi 32136 31991 222.89 1
bi 32119 32136 65.68 1
bi 32138 32068 129.20 1
bi 32139 32138 107.88 1
bi 32148 51522 222.89 1
bi 32136 32148 222.89 1
bi 32148 32165 194.16 1
bi 32166 32086 156.94 1
bi 32173 32095 107.99 1
bi 32166 32173 115.87 1
bi 32177 32101 222.89 1
bi 32173 32177 181.48 1
bi 32188 32107 19.26 1
bi 32177 32188 86.67 1
bi 32199 32106 83.43 1
bi 32216 32256 222.89 1
bi 32217 32139 222.89 1
bi 32226 32138 215.10 1
bi 32217 32226 125.30 1
bi 32240 32072 222.89 1
bi 32243 32166 100.74 1
bi 32240 32243 222.89 1
bi 32243 32248 222.89 1
bi 32247 32173 61.72 1
bi 32248 32247 214.66 1
bi 32199 32253 222.89 1
bi 32255 32199 142.57 1
bi 32256 32255 151.60 1
bi 32263 32177 178.76 1
bi 32247 32263 221.73 1
bi 32263 32271 59.40 1
