NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 217.82 1
uni 31752 31766 175.53 1
uni 31766 31794 28.37 1
uni 31773 31492 81.70 1
uni 31793 31773 116.83 1
uni 31794 31809 51.76 1
uni 31809 31826 77.19 1
uni 31818 31793 222.89 1
uni 31826 31818 222.89 1
uni 31829 31818 222.89 1
uni 31849 31829 222.89 1
uni 31871 31849 178.12 1
uni 31886 31837 159.50 1
uni 48797 31871 222.89 1
uni 31818 31995 55.70 1
uni 31905 31892 222.89 1
uni 31947 31886 222.89 1
uni 31951 31905 150.97 1
uni 31965 31951 51.38 1
uni 31837 31972 40.73 1
uni 31983 31965 102.48 1
uni 31972 31983 171.31 1
uni 31991 31837 40.52 1
uni 31995 32005 222.89 1
uni 32004 31991 222.89 1
uni 32005 32004 65.74 1
uni 32006 31947 222.89 1
uni 32057 32006 45.84 1
uni 32144 32057 222.89 1
uni 31837 32165 222.89 1
uni 32211 32144 116.67 1
uni 32165 32253 201.98 1
uni 32288 32211 139.55 1
uni 32353 32288 170.93 1
uni 32518 32353 98.19 1
uni 32253 32518 222.89 1
uni 32619 32518 185.28 1
uni 32709 32619 120.06 1
uni 32518 32733 100.89 1
uni 32815 32735 222.89 1
uni 32885 32709 222.89 1
uni 32733 32885 222.89 1
uni 32887 32815 87.71 1
uni 32887 47103 131.27 1
bi 32735 47103 112.85 1
uni 31892 48797 222.89 1
bi 31833 31492 222.89 1
bi 31840 31794 162.83 1
bi 31850 31818 222.89 1
bi 31840 31850 147.64 1
bi 31853 31752 32.19 1
bi 31833 31853 222.89 1
bi 31902 31840 222.89 1
bi 31913 31850 130.67 1
bi 31902 31913 171.66 1
bi 31920 51511 222.89 1
bi 31930 31995 23.90 1
bi 31913 31930 36.75 1
bi 31931 31853 222.89 1
bi 31920 31931 222.89 1
bi 31936 31920 150.16 1
bi 31937 31766 222.89 1
bi 31931 31937 174.32 1
bi 31941 31902 211.94 1
bi 31937 31941 104.49 1
bi 31973 31941 60.07 1
bi 31973 31982 222.89 1
bi 31981 31913 222.89 1
bi 31982 31981 91.20 1
bi 31984 31833 64.15 1
bi 31994 31930 222.89 1
bi 31981 31994 222.89 1
bi 32011 31931 136.90 1
bi 31984 32011 204.22 1
bi 32035 31973 189.65 1
bi 32041 31982 98.32 1
bi 32035 32041 57.88 1
bi 32044 31981 140.78 1
bi 32041 32044 91.53 1
bi 32046 31994 63.55 1
bi 32044 32046 222.89 1
bi 32068 32011 217.52 1
bi 32072 31937 64.19 1
bi 32068 32072 101.96 1
bi 32086 32035 222.89 1
bi 32072 32086 37.84 1
bi 32095 32041 53.74 1
bi 32086 32095 135.90 1
bi 32101 32044 222.89 1
bi 32095 32101 150.19 1
bi 32106 32005 173.30 1
bi 32107 32046 89.55 1
bi 32101 32107 222.89 1
bi 32119 32004 76.90 1
bi 32106 32119 74.70 1
bi 32125 31984 91.20 1
bi 32136 31991 119.96 1
bi 32119 32136 170.93 1
bi 32138 32068 222.89 1
bi 32139 32138 120.01 1
bi 32148 51522 84.58 1
bi 32136 32148 205.53 1
bi 32148 32165 222.89 1
bi 32166 32086 151.94 1
bi 32173 32095 222.89 1
bi 32166 32173 166.47 1
bi 32177 32101 132.43 1
bi 32173 32177 130.30 1
bi 32188 32107 61.90 1
bi 32177 32188 212.87 1
bi 32199 32106 51.52 1
bi 32216 32256 222.89 1
bi 32217 32139 46.16 1
bi 32226 32138 195.51 1
bi 32217 32226 185.21 1
bi 32240 32072 189.24 1
bi 32243 32166 132.10 1
bi 32240 32243 193.12 1
bi 32243 32248 91.73 1
bi 32247 32173 222.89 1
bi 32248 32247 56.86 1
bi 32199 32253 196.01 1
bi 32255 32199 165.27 1
bi 32256 32255 136.73 1
bi 32263 32177 154.81 1
bi 32247 32263 55.09 1
bi 32263 32271 222.89 1
