NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 222.89 1
uni 31752 31766 117.67 1
uni 31766 31794 49.37 1
uni 31773 31492 137.88 1
uni 31793 31773 222.89 1
uni 31794 31809 213.26 1
uni 31809 31826 222.89 1
uni 31818 31793 222.89 1
uni 31826 31818 222.89 1
uni 31829 31818 180.94 1
uni 31849 31829 53.38 1
uni 31871 31849 61.95 1
uni 31886 31837 205.26 1
uni 48797 31871 144.51 1
uni 31818 31995 222.89 1
uni 31905 31892 222.89 1
uni 31947 31886 222.89 1
uni 31951 31905 83.95 1
uni 31965 31951 96.89 1
uni 31837 31972 99.08 1
uni 31983 31965 198.59 1
uni 31972 31983 222.89 1
uni 31991 31837 222.89 1
uni 31995 32005 111.82 1
uni 32004 31991 222.89 1
uni 32005 32004 46.42 1
uni 32006 31947 186.81 1
uni 32057 32006 222.89 1
uni 32144 32057 107.60 1
uni 31837 32165 88.41 1
uni 32211 32144 70.86 1
uni 32165 32253 222.89 1
uni 32288 32211 46.47 1
uni 32353 32288 222.89 1
uni 32518 32353 222.89 1
uni 32253 32518 222.89 1
uni 32619 32518 134.99 1
uni 32709 32619 222.89 1
uni 32518 32733 70.57 1
uni 32815 32735 222.89 1
uni 32885 32709 222.89 1
uni 32733 32885 222.89 1
uni 32887 32815 222.89 1
uni 32887 47103 222.89 1
bi 32735 47103 65.44 1
uni 31892 48797 207.10 1
bi 31833 31492 222.89 1
bi 31840 31794 222.89 1
bi 31850 31818 187.51 1
bi 31840 31850 28.99 1
bi 31853 31752 222.89 1
bi 31833 31853 222.89 1
bi 31902 31840 222.89 1
bi 31913 31850 168.99 1
bi 31902 31913 36.46 1
bi 31920 51511 222.89 1
bi 31930 31995 222.89 1
bi 31913 31930 95.48 1
bi 31931 31853 151.04 1
bi 31920 31931 222.89 1
bi 31936 31920 222.89 1
bi 31937 31766 88.37 1
bi 31931 31937 222.89 1
bi 31941 31902 121.91 1
bi 31937 31941 164.67 1
bi 31973 31941 222.89 1
bi 31973 31982 222.89 1
bi 31981 31913 222.89 1
bi 31982 31981 108.71 1
bi 31984 31833 109.10 1
bi 31994 31930 126.15 1
bi 31981 31994 37.39 1
bi 32011 31931 175.96 1
bi 31984 32011 222.89 1
bi 32035 31973 54.78 1
bi 32041 31982 63.43 1
bi 32035 32041 222.89 1
bi 32044 31981 51.84 1
bi 32041 32044 135.93 1
bi 32046 31994 72.82 1
bi 32044 32046 110.73 1
bi 32068 32011 222.89 1
bi 32072 31937 222.89 1
bi 32068 32072 222.89 1
bi 32086 32035 222.89 1
bi 32072 32086 222.89 1
bi 32095 32041 110.16 1
bi 32086 32095 98.65 1
bi 32101 32044 222.89 1
bi 32095 32101 222.89 1
bi 32106 32005 204.40 1
bi 32107 32046 134.68 1
bi 32101 32107 41.15 1
bi 32119 32004 40.30 1
bi 32106 32119 146.70 1
bi 32125 31984 172.25 1
bi 32136 31991 114.92 1
bi 32119 32136 90.58 1
bi 32138 32068 187.12 1
bi 32139 32138 163.41 1
bi 32148 51522 181.13 1
bi 32136 32148 128.16 1
bi 32148 32165 161.99 1
bi 32166 32086 222.89 1
bi 32173 32095 222.89 1
bi 32166 32173 222.89 1
bi 32177 32101 97.93 1
bi 32173 32177 136.92 1
bi 32188 32107 222.89 1
bi 32177 32188 222.89 1
bi 32199 32106 222.89 1
bi 32216 32256 96.63 1
bi 32217 32139 168.51 1
bi 32226 32138 222.89 1
bi 32217 32226 222.89 1
bi 32240 32072 222.89 1
bi 32243 32166 222.89 1
bi 32240 32243 222.89 1
bi 32243 32248 35.23 1
bi 32247 32173 222.89 1
bi 32248 32247 158.68 1
bi 32199 32253 204.31 1
bi 32255 32199 222.89 1
bi 32256 32255 199.34 1
bi 32263 32177 120.89 1
bi 32247 32263 24.57 1
bi 32263 32271 222.89 1
