NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 197.96 1
uni 31752 31766 222.89 1
uni 31766 31794 155.68 1
uni 31773 31492 132.83 1
uni 31793 31773 126.78 1
uni 31794 31809 222.89 1
uni 31809 31826 222.89 1
uni 31818 31793 185.82 1
uni 31826 31818 207.56 1
uni 31829 31818 134.86 1
uni 31849 31829 140.02 1
uni 31871 31849 222.89 1
uni 31886 31837 188.95 1
uni 48797 31871 213.57 1
uni 31818 31995 222.89 1
uni 31905 31892 222.89 1
uni 31947 31886 222.89 1
uni 31951 31905 211.46 1
uni 31965 31951 222.89 1
uni 31837 31972 222.89 1
uni 31983 31965 56.66 1
uni 31972 31983 222.89 1
uni 31991 31837 222.89 1
uni 31995 32005 222.89 1
uni 32004 31991 217.16 1
uni 32005 32004 137.16 1
uni 32006 31947 222.89 1
uni 32057 32006 189.57 1
uni 32144 32057 222.89 1
uni 31837 32165 84.29 1
uni 32211 32144 194.14 1
uni 32165 32253 31.59 1
uni 32288 32211 222.89 1
uni 32353 32288 162.61 1
uni 32518 32353 46.31 1
uni 32253 32518 222.89 1
uni 32619 32518 188.06 1
uni 32709 32619 124.19 1
uni 32518 32733 222.89 1
uni 32815 32735 222.89 1
uni 32885 32709 212.58 1
uni 32733 32885 50.56 1
uni 32887 32815 47.21 1
uni 32887 47103 49.88 1
bi 32735 47103 222.89 1
uni 31892 48797 222.89 1
bi 31833 31492 222.89 1
bi 31840 31794 168.66 1
bi 31850 31818 70.48 1
bi 31840 31850 40.02 1
bi 31853 31752 222.89 1
bi 31833 31853 79.53 1
bi 31902 31840 222.89 1
bi 31913 31850 201.74 1
bi 31902 31913 159.20 1
bi 31920 51511 17.53 1
bi 31930 31995 222.89 1
bi 31913 31930 154.48 1
bi 31931 31853 222.89 1
bi 31920 31931 222.89 1
bi 31936 31920 222.89 1
bi 31937 31766 210.06 1
bi 31931 31937 222.89 1
bi 31941 31902 222.89 1
bi 31937 31941 214.29 1
bi 31973 31941 32.36 1
bi 31973 31982 168.13 1
bi 31981 31913 79.50 1
bi 31982 31981 222.89 1
bi 31984 31833 76.71 1
bi 31994 31930 123.50 1
bi 31981 31994 30.32 1
bi 32011 31931 222.89 1
bi 31984 32011 218.73 1
bi 32035 31973 156.29 1
bi 32041 31982 222.89 1
bi 32035 32041 87.07 1
bi 32044 31981 222.89 1
bi 32041 32044 222.89 1
bi 32046 31994 222.89 1
bi 32044 32046 137.00 1
bi 32068 32011 207.12 1
bi 32072 31937 222.89 1
bi 32068 32072 138.13 1
bi 32086 32035 123.01 1
bi 32072 32086 222.89 1
bi 32095 32041 222.89 1
bi 32086 32095 186.11 1
bi 32101 32044 186.57 1
bi 32095 32101 36.33 1
bi 32106 32005 222.89 1
bi 32107 32046 117.79 1
bi 32101 32107 164.98 1
bi 32119 32004 163.68 1
bi 32106 32119 181.93 1
bi 32125 31984 222.89 1
bi 32136 31991 66.85 1
bi 32119 32136 222.89 1
bi 32138 32068 49.61 1
bi 32139 32138 161.45 1
bi 32148 51522 110.51 1
bi 32136 32148 138.54 1
bi 32148 32165 222.89 1
bi 32166 32086 222.89 1
bi 32173 32095 125.46 1
bi 32166 32173 184.77 1
bi 32177 32101 222.89 1
bi 32173 32177 74.81 1
bi 32188 32107 164.51 1
bi 32177 32188 222.89 1
bi 32199 32106 161.99 1
bi 32216 32256 55.58 1
bi 32217 32139 70.02 1
bi 32226 32138 203.09 1
bi 32217 32226 83.78 1
bi 32240 32072 194.04 1
bi 32243 32166 137.42 1
bi 32240 32243 222.89 1
bi 32243 32248 99.86 1
bi 32247 32173 222.89 1
bi 32248 32247 222.89 1
bi 32199 32253 222.89 1
bi 32255 32199 222.89 1
bi 32256 32255 66.52 1
bi 32263 32177 94.11 1
bi 32247 32263 133.38 1
bi 32263 32271 196.53 1
