NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 113.42 1
uni 31752 31766 46.94 1
uni 31766 31794 175.39 1
uni 31773 31492 100.35 1
uni 31793 31773 105.73 1
uni 31794 31809 125.24 1
uni 31809 31826 124.03 1
uni 31818 31793 121.72 1
uni 31826 31818 80.33 1
uni 31829 31818 32.56 1
uni 31849 31829 118.29 1
uni 31871 31849 89.36 1
uni 31886 31837 77.54 1
uni 48797 31871 86.53 1
uni 31818 31995 96.08 1
uni 31905 31892 143.49 1
uni 31947 31886 162.46 1
uni 31951 31905 162.39 1
uni 31965 31951 183.86 1
uni 31837 31972 56.89 1
uni 31983 31965 73.38 1
uni 31972 31983 95.85 1
uni 31991 31837 178.33 1
uni 31995 32005 104.72 1
uni 32004 31991 105.48 1
uni 32005 32004 160.40 1
uni 32006 31947 194.51 1
uni 32057 32006 85.71 1
uni 32144 32057 105.23 1
uni 31837 32165 147.43 1
uni 32211 32144 86.73 1
uni 32165 32253 116.20 1
uni 32288 32211 158.10 1
uni 32353 32288 123.13 1
uni 32518 32353 113.97 1
uni 32253 32518 161.14 1
uni 32619 32518 105.42 1
uni 32709 32619 117.62 1
uni 32518 32733 131.14 1
uni 32815 32735 80.44 1
uni 32885 32709 63.46 1
uni 32733 32885 124.62 1
uni 32887 32815 126.14 1
uni 32887 47103 179.72 1
bi 32735 47103 152.06 1
uni 31892 48797 51.67 1
bi 31833 31492 78.06 1
bi 31840 31794 141.31 1
bi 31850 31818 108.23 1
bi 31840 31850 158.46 1
bi 31853 31752 104.60 1
bi 31833 31853 101.08 1
bi 31902 31840 113.27 1
bi 31913 31850 147.17 1
bi 31902 31913 121.33 1
bi 31920 51511 172.87 1
bi 31930 31995 118.81 1
bi 31913 31930 103.11 1
bi 31931 31853 99.71 1
bi 31920 31931 105.94 1
bi 31936 31920 169.74 1
bi 31937 31766 111.38 1
bi 31931 31937 145.98 1
bi 31941 31902 222.89 1
bi 31937 31941 81.51 1
bi 31973 31941 175.61 1
bi 31973 31982 125.10 1
bi 31981 31913 109.62 1
bi 31982 31981 93.40 1
bi 31984 31833 136.01 1
bi 31994 31930 32.14 1
bi 31981 31994 130.86 1
bi 32011 31931 179.26 1
bi 31984 32011 143.80 1
bi 32035 31973 98.42 1
bi 32041 31982 128.09 1
bi 32035 32041 111.85 1
bi 32044 31981 84.32 1
bi 32041 32044 139.74 1
bi 32046 31994 90.54 1
bi 32044 32046 86.01 1
bi 32068 32011 148.32 1
bi 32072 31937 72.62 1
bi 32068 32072 133.79 1
bi 32086 32035 128.81 1
bi 32072 32086 171.46 1
bi 32095 32041 163.58 1
bi 32086 32095 38.83 1
bi 32101 32044 141.82 1
bi 32095 32101 119.38 1
bi 32106 32005 97.79 1
bi 32107 32046 109.47 1
bi 32101 32107 114.04 1
bi 32119 32004 117.80 1
bi 32106 32119 149.35 1
bi 32125 31984 139.59 1
bi 32136 31991 97.75 1
bi 32119 32136 136.56 1
bi 32138 32068 76.56 1
bi 32139 32138 123.01 1
bi 32148 51522 138.02 1
bi 32136 32148 88.34 1
bi 32148 32165 97.64 1
bi 32166 32086 146.83 1
bi 32173 32095 102.60 1
bi 32166 32173 156.20 1
bi 32177 32101 50.74 1
bi 32173 32177 106.41 1
bi 32188 32107 57.48 1
bi 32177 32188 106.53 1
bi 32199 32106 111.67 1
bi 32216 32256 92.92 1
bi 32217 32139 125.02 1
bi 32226 32138 62.58 1
bi 32217 32226 96.11 1
bi 32240 32072 102.83 1
bi 32243 32166 123.24 1
bi 32240 32243 178.27 1
bi 32243 32248 92.87 1
bi 32247 32173 148.69 1
bi 32248 32247 125.06 1
bi 32199 32253 187.34 1
bi 32255 32199 55.39 1
bi 32256 32255 169.50 1
bi 32263 32177 143.85 1
bi 32247 32263 85.42 1
bi 32263 32271 62.97 1
