NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 222.89 1
uni 31752 31766 129.22 1
uni 31766 31794 200.37 1
uni 31773 31492 222.89 1
uni 31793 31773 19.09 1
uni 31794 31809 17.02 1
uni 31809 31826 222.89 1
uni 31818 31793 108.15 1
uni 31826 31818 222.89 1
uni 31829 31818 103.97 1
uni 31849 31829 222.89 1
uni 31871 31849 85.13 1
uni 31886 31837 222.89 1
uni 48797 31871 45.48 1
uni 31818 31995 64.80 1
uni 31905 31892 209.60 1
uni 31947 31886 222.89 1
uni 31951 31905 44.14 1
uni 31965 31951 192.73 1
uni 31837 31972 222.89 1
uni 31983 31965 173.92 1
uni 31972 31983 222.89 1
uni 31991 31837 219.41 1
uni 31995 32005 222.89 1
uni 32004 31991 57.47 1
uni 32005 32004 124.06 1
uni 32006 31947 222.89 1
uni 32057 32006 167.23 1
uni 32144 32057 222.89 1
uni 31837 32165 152.57 1
uni 32211 32144 25.38 1
uni 32165 32253 56.11 1
uni 32288 32211 99.25 1
uni 32353 32288 122.55 1
uni 32518 32353 141.85 1
uni 32253 32518 178.80 1
uni 32619 32518 222.89 1
uni 32709 32619 52.05 1
uni 32518 32733 222.89 1
uni 32815 32735 173.11 1
uni 32885 32709 222.89 1
uni 32733 32885 82.28 1
uni 32887 32815 222.89 1
uni 32887 47103 216.60 1
bi 32735 47103 159.20 1
uni 31892 48797 57.90 1
bi 31833 31492 179.81 1
bi 31840 31794 156.69 1
bi 31850 31818 30.34 1
bi 31840 31850 112.70 1
bi 31853 31752 115.71 1
bi 31833 31853 222.89 1
bi 31902 31840 222.89 1
bi 31913 31850 222.89 1
bi 31902 31913 142.62 1
bi 31920 51511 222.89 1
bi 31930 31995 222.89 1
bi 31913 31930 146.06 1
bi 31931 31853 197.56 1
bi 31920 31931 222.89 1
bi 31936 31920 222.89 1
bi 31937 31766 129.59 1
bi 31931 31937 222.89 1
bi 31941 31902 213.13 1
bi 31937 31941 222.89 1
bi 31973 31941 222.89 1
bi 31973 31982 97.63 1
bi 31981 31913 61.37 1
bi 31982 31981 44.46 1
bi 31984 31833 128.09 1
bi 31994 31930 113.36 1
bi 31981 31994 222.89 1
bi 32011 31931 19.68 1
bi 31984 32011 221.34 1
bi 32035 31973 222.89 1
bi 32041 31982 74.99 1
bi 32035 32041 222.89 1
bi 32044 31981 63.66 1
bi 32041 32044 49.50 1
bi 32046 31994 222.89 1
bi 32044 32046 158.71 1
bi 32068 32011 222.89 1
bi 32072 31937 141.78 1
bi 32068 32072 222.89 1
bi 32086 32035 207.57 1
bi 32072 32086 123.97 1
bi 32095 32041 222.89 1
bi 32086 32095 145.42 1
bi 32101 32044 165.57 1
bi 32095 32101 222.89 1
bi 32106 32005 136.47 1
bi 32107 32046 171.17 1
bi 32101 32107 75.89 1
bi 32119 32004 33.83 1
bi 32106 32119 113.47 1
bi 32125 31984 222.89 1
bi 32136 31991 222.89 1
bi 32119 32136 222.89 1
bi 32138 32068 110.09 1
bi 32139 32138 93.91 1
bi 32148 51522 222.89 1
bi 32136 32148 222.89 1
bi 32148 32165 151.93 1
bi 32166 32086 222.89 1
bi 32173 32095 24.98 1
bi 32166 32173 222.89 1
bi 32177 32101 222.89 1
bi 32173 32177 222.89 1
bi 32188 32107 134.24 1
bi 32177 32188 150.55 1
bi 32199 32106 44.02 1
bi 32216 32256 187.32 1
bi 32217 32139 214.34 1
bi 32226 32138 222.89 1
bi 32217 32226 222.89 1
bi 32240 32072 222.89 1
bi 32243 32166 222.89 1
bi 32240 32243 154.20 1
bi 32243 32248 93.38 1
bi 32247 32173 211.33 1
bi 32248 32247 143.40 1
bi 32199 32253 222.89 1
bi 32255 32199 222.89 1
bi 32256 32255 112.75 1
bi 32263 32177 52.45 1
bi 32247 32263 64.96 1
bi 32263 32271 222.89 1
