NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 166.93 1
uni 31752 31766 114.06 1
uni 31766 31794 148.37 1
uni 31773 31492 122.18 1
uni 31793 31773 175.32 1
uni 31794 31809 85.28 1
uni 31809 31826 111.78 1
uni 31818 31793 86.85 1
uni 31826 31818 33.76 1
uni 31829 31818 131.69 1
uni 31849 31829 139.89 1
uni 31871 31849 90.27 1
uni 31886 31837 102.85 1
uni 48797 31871 116.60 1
uni 31818 31995 70.59 1
uni 31905 31892 80.98 1
uni 31947 31886 51.33 1
uni 31951 31905 59.42 1
uni 31965 31951 128.69 1
uni 31837 31972 205.85 1
uni 31983 31965 106.59 1
uni 31972 31983 108.29 1
uni 31991 31837 102.16 1
uni 31995 32005 108.59 1
uni 32004 31991 165.92 1
uni 32005 32004 161.96 1
uni 32006 31947 24.18 1
uni 32057 32006 76.83 1
uni 32144 32057 115.10 1
uni 31837 32165 118.65 1
uni 32211 32144 175.81 1
uni 32165 32253 152.43 1
uni 32288 32211 127.75 1
uni 32353 32288 91.48 1
uni 32518 32353 151.25 1
uni 32253 32518 134.08 1
uni 32619 32518 73.20 1
uni 32709 32619 154.06 1
uni 32518 32733 164.96 1
uni 32815 32735 149.52 1
uni 32885 32709 132.11 1
uni 32733 32885 166.20 1
uni 32887 32815 104.02 1
uni 32887 47103 63.94 1
bi 32735 47103 106.02 1
uni 31892 48797 104.18 1
bi 31833 31492 98.62 1
bi 31840 31794 126.89 1
bi 31850 31818 114.17 1
bi 31840 31850 80.86 1
bi 31853 31752 91.83 1
bi 31833 31853 151.58 1
bi 31902 31840 141.03 1
bi 31913 31850 169.13 1
bi 31902 31913 115.37 1
bi 31920 51511 46.95 1
bi 31930 31995 86.80 1
bi 31913 31930 105.64 1
bi 31931 31853 116.36 1
bi 31920 31931 141.94 1
bi 31936 31920 93.60 1
bi 31937 31766 26.00 1
bi 31931 31937 128.03 1
bi 31941 31902 134.10 1
bi 31937 31941 103.29 1
bi 31973 31941 164.59 1
bi 31973 31982 112.28 1
bi 31981 31913 165.34 1
bi 31982 31981 61.22 1
bi 31984 31833 124.34 1
bi 31994 31930 104.00 1
bi 31981 31994 115.01 1
bi 32011 31931 137.37 1
bi 31984 32011 166.72 1
bi 32035 31973 204.98 1
bi 32041 31982 170.46 1
bi 32035 32041 92.61 1
bi 32044 31981 141.88 1
bi 32041 32044 38.64 1
bi 32046 31994 78.62 1
bi 32044 32046 121.61 1
bi 32068 32011 154.31 1
bi 32072 31937 111.82 1
bi 32068 32072 135.89 1
bi 32086 32035 115.00 1
bi 32072 32086 103.20 1
bi 32095 32041 139.53 1
bi 32086 32095 107.78 1
bi 32101 32044 154.17 1
bi 32095 32101 69.96 1
bi 32106 32005 161.08 1
bi 32107 32046 100.00 1
bi 32101 32107 165.69 1
bi 32119 32004 77.40 1
bi 32106 32119 80.38 1
bi 32125 31984 46.97 1
bi 32136 31991 144.19 1
bi 32119 32136 115.00 1
bi 32138 32068 121.51 1
bi 32139 32138 144.66 1
bi 32148 51522 107.16 1
bi 32136 32148 145.18 1
bi 32148 32165 190.63 1
bi 32166 32086 133.84 1
bi 32173 32095 105.48 1
bi 32166 32173 79.96 1
bi 32177 32101 114.38 1
bi 32173 32177 187.84 1
bi 32188 32107 144.75 1
bi 32177 32188 115.34 1
bi 32199 32106 111.11 1
bi 32216 32256 108.46 1
bi 32217 32139 122.18 1
bi 32226 32138 95.11 1
bi 32217 32226 209.74 1
bi 32240 32072 118.53 1
bi 32243 32166 158.92 1
bi 32240 32243 118.13 1
bi 32243 32248 81.09 1
bi 32247 32173 76.58 1
bi 32248 32247 145.39 1
bi 32199 32253 146.32 1
bi 32255 32199 4.84 1
bi 32256 32255 158.38 1
bi 32263 32177 184.03 1
bi 32247 32263 155.04 1
bi 32263 32271 114.92 1
