NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 14.11 1
uni 31752 31766 144.89 1
uni 31766 31794 100.37 1
uni 31773 31492 88.93 1
uni 31793 31773 89.84 1
uni 31794 31809 105.61 1
uni 31809 31826 94.03 1
uni 31818 31793 100.32 1
uni 31826 31818 146.23 1
uni 31829 31818 81.98 1
uni 31849 31829 62.76 1
uni 31871 31849 109.31 1
uni 31886 31837 180.91 1
uni 48797 31871 72.81 1
uni 31818 31995 107.66 1
uni 31905 31892 114.53 1
uni 31947 31886 66.77 1
uni 31951 31905 64.47 1
uni 31965 31951 122.58 1
uni 31837 31972 154.46 1
uni 31983 31965 128.00 1
uni 31972 31983 83.56 1
uni 31991 31837 159.23 1
uni 31995 32005 188.23 1
uni 32004 31991 78.83 1
uni 32005 32004 88.15 1
uni 32006 31947 124.86 1
uni 32057 32006 119.57 1
uni 32144 32057 109.50 1
uni 31837 32165 148.08 1
uni 32211 32144 185.23 1
uni 32165 32253 65.70 1
uni 32288 32211 79.76 1
uni 32353 32288 103.92 1
uni 32518 32353 156.72 1
uni 32253 32518 76.75 1
uni 32619 32518 107.15 1
uni 32709 32619 113.20 1
uni 32518 32733 90.70 1
uni 32815 32735 48.45 1
uni 32885 32709 64.71 1
uni 32733 32885 134.21 1
uni 32887 32815 171.12 1
uni 32887 47103 91.96 1
bi 32735 47103 76.38 1
uni 31892 48797 95.05 1
bi 31833 31492 136.48 1
bi 31840 31794 133.40 1
bi 31850 31818 100.89 1
bi 31840 31850 159.47 1
bi 31853 31752 80.22 1
bi 31833 31853 143.40 1
bi 31902 31840 176.70 1
bi 31913 31850 72.46 1
bi 31902 31913 145.05 1
bi 31920 51511 100.15 1
bi 31930 31995 100.68 1
bi 31913 31930 174.21 1
bi 31931 31853 179.24 1
bi 31920 31931 155.58 1
bi 31936 31920 60.39 1
bi 31937 31766 158.09 1
bi 31931 31937 145.91 1
bi 31941 31902 132.61 1
bi 31937 31941 145.44 1
bi 31973 31941 89.87 1
bi 31973 31982 143.61 1
bi 31981 31913 91.51 1
bi 31982 31981 122.75 1
bi 31984 31833 164.27 1
bi 31994 31930 113.86 1
bi 31981 31994 139.47 1
bi 32011 31931 134.22 1
bi 31984 32011 80.00 1
bi 32035 31973 107.97 1
bi 32041 31982 87.64 1
bi 32035 32041 128.52 1
bi 32044 31981 137.22 1
bi 32041 32044 78.89 1
bi 32046 31994 135.86 1
bi 32044 32046 153.59 1
bi 32068 32011 115.32 1
bi 32072 31937 96.44 1
bi 32068 32072 98.42 1
bi 32086 32035 137.12 1
bi 32072 32086 189.07 1
bi 32095 32041 138.86 1
bi 32086 32095 104.55 1
bi 32101 32044 155.71 1
bi 32095 32101 107.85 1
bi 32106 32005 151.59 1
bi 32107 32046 94.37 1
bi 32101 32107 95.92 1
bi 32119 32004 140.16 1
bi 32106 32119 114.27 1
bi 32125 31984 105.18 1
bi 32136 31991 160.63 1
bi 32119 32136 98.16 1
bi 32138 32068 115.53 1
bi 32139 32138 127.41 1
bi 32148 51522 57.16 1
bi 32136 32148 67.63 1
bi 32148 32165 161.95 1
bi 32166 32086 85.00 1
bi 32173 32095 132.76 1
bi 32166 32173 150.09 1
bi 32177 32101 40.49 1
bi 32173 32177 77.50 1
bi 32188 32107 118.09 1
bi 32177 32188 123.01 1
bi 32199 32106 190.98 1
bi 32216 32256 171.65 1
bi 32217 32139 113.39 1
bi 32226 32138 109.14 1
bi 32217 32226 92.66 1
bi 32240 32072 158.73 1
bi 32243 32166 61.89 1
bi 32240 32243 119.47 1
bi 32243 32248 49.12 1
bi 32247 32173 188.85 1
bi 32248 32247 173.45 1
bi 32199 32253 141.07 1
bi 32255 32199 65.22 1
bi 32256 32255 63.16 1
bi 32263 32177 166.68 1
bi 32247 32263 132.76 1
bi 32263 32271 89.10 1
