NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 222.89 1
uni 31752 31766 81.53 1
uni 31766 31794 81.87 1
uni 31773 31492 176.64 1
uni 31793 31773 222.89 1
uni 31794 31809 222.89 1
uni 31809 31826 222.89 1
uni 31818 31793 113.02 1
uni 31826 31818 208.82 1
uni 31829 31818 173.51 1
uni 31849 31829 222.89 1
uni 31871 31849 222.89 1
uni 31886 31837 93.69 1
uni 48797 31871 189.41 1
uni 31818 31995 201.39 1
uni 31905 31892 222.89 1
uni 31947 31886 22.80 1
uni 31951 31905 123.98 1
uni 31965 31951 222.89 1
uni 31837 31972 222.89 1
uni 31983 31965 125.97 1
uni 31972 31983 66.47 1
uni 31991 31837 38.63 1
uni 31995 32005 204.62 1
uni 32004 31991 188.84 1
uni 32005 32004 222.89 1
uni 32006 31947 161.49 1
uni 32057 32006 116.46 1
uni 32144 32057 222.89 1
uni 31837 32165 222.89 1
uni 32211 32144 222.89 1
uni 32165 32253 212.11 1
uni 32288 32211 38.49 1
uni 32353 32288 222.89 1
uni 32518 32353 183.14 1
uni 32253 32518 222.89 1
uni 32619 32518 222.89 1
uni 32709 32619 222.89 1
uni 32518 32733 132.61 1
uni 32815 32735 222.89 1
uni 32885 32709 209.33 1
uni 32733 32885 139.51 1
uni 32887 32815 191.63 1
uni 32887 47103 151.49 1
bi 32735 47103 185.54 1
uni 31892 48797 210.73 1
bi 31833 31492 114.73 1
bi 31840 31794 222.89 1
bi 31850 31818 166.33 1
bi 31840 31850 57.18 1
bi 31853 31752 54.74 1
bi 31833 31853 168.98 1
bi 31902 31840 222.89 1
bi 31913 31850 222.89 1
bi 31902 31913 63.20 1
bi 31920 51511 128.65 1
bi 31930 31995 222.89 1
bi 31913 31930 222.89 1
bi 31931 31853 222.89 1
bi 31920 31931 102.11 1
bi 31936 31920 93.45 1
bi 31937 31766 196.52 1
bi 31931 31937 222.89 1
bi 31941 31902 194.46 1
bi 31937 31941 222.89 1
bi 31973 31941 222.89 1
bi 31973 31982 222.89 1
bi 31981 31913 129.51 1
bi 31982 31981 222.89 1
bi 31984 31833 104.48 1
bi 31994 31930 222.89 1
bi 31981 31994 85.25 1
bi 32011 31931 222.89 1
bi 31984 32011 200.22 1
bi 32035 31973 222.89 1
bi 32041 31982 183.74 1
bi 32035 32041 54.83 1
bi 32044 31981 144.51 1
bi 32041 32044 222.89 1
bi 32046 31994 222.89 1
bi 32044 32046 222.89 1
bi 32068 32011 132.99 1
bi 32072 31937 222.89 1
bi 32068 32072 213.90 1
bi 32086 32035 222.89 1
bi 32072 32086 102.23 1
bi 32095 32041 222.89 1
bi 32086 32095 206.23 1
bi 32101 32044 222.89 1
bi 32095 32101 155.09 1
bi 32106 32005 63.01 1
bi 32107 32046 221.15 1
bi 32101 32107 221.51 1
bi 32119 32004 51.23 1
bi 32106 32119 130.53 1
bi 32125 31984 122.96 1
bi 32136 31991 222.89 1
bi 32119 32136 178.32 1
bi 32138 32068 158.25 1
bi 32139 32138 32.80 1
bi 32148 51522 58.43 1
bi 32136 32148 126.96 1
bi 32148 32165 20.30 1
bi 32166 32086 222.89 1
bi 32173 32095 222.89 1
bi 32166 32173 222.89 1
bi 32177 32101 84.43 1
bi 32173 32177 88.02 1
bi 32188 32107 83.72 1
bi 32177 32188 102.11 1
bi 32199 32106 133.48 1
bi 32216 32256 174.29 1
bi 32217 32139 85.98 1
bi 32226 32138 222.89 1
bi 32217 32226 106.56 1
bi 32240 32072 222.89 1
bi 32243 32166 15.05 1
bi 32240 32243 170.00 1
bi 32243 32248 178.20 1
bi 32247 32173 62.83 1
bi 32248 32247 163.26 1
bi 32199 32253 133.42 1
bi 32255 32199 135.04 1
bi 32256 32255 222.89 1
bi 32263 32177 222.89 1
bi 32247 32263 179.91 1
bi 32263 32271 222.89 1
