NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 180.40 1
uni 31752 31766 59.32 1
uni 31766 31794 105.92 1
uni 31773 31492 75.37 1
uni 31793 31773 108.86 1
uni 31794 31809 70.73 1
uni 31809 31826 125.10 1
uni 31818 31793 40.84 1
uni 31826 31818 196.89 1
uni 31829 31818 110.19 1
uni 31849 31829 100.47 1
uni 31871 31849 103.00 1
uni 31886 31837 90.28 1
uni 48797 31871 93.26 1
uni 31818 31995 129.33 1
uni 31905 31892 120.52 1
uni 31947 31886 148.63 1
uni 31951 31905 36.29 1
uni 31965 31951 139.48 1
uni 31837 31972 97.19 1
uni 31983 31965 146.40 1
uni 31972 31983 193.37 1
uni 31991 31837 130.52 1
uni 31995 32005 109.72 1
uni 32004 31991 165.78 1
uni 32005 32004 138.47 1
uni 32006 31947 145.67 1
uni 32057 32006 80.04 1
uni 32144 32057 106.04 1
uni 31837 32165 109.89 1
uni 32211 32144 78.98 1
uni 32165 32253 132.84 1
uni 32288 32211 116.60 1
uni 32353 32288 91.87 1
uni 32518 32353 74.70 1
uni 32253 32518 105.13 1
uni 32619 32518 100.31 1
uni 32709 32619 197.96 1
uni 32518 32733 90.20 1
uni 32815 32735 152.04 1
uni 32885 32709 185.30 1
uni 32733 32885 145.86 1
uni 32887 32815 95.10 1
uni 32887 47103 185.27 1
bi 32735 47103 80.68 1
uni 31892 48797 151.27 1
bi 31833 31492 176.55 1
bi 31840 31794 159.83 1
bi 31850 31818 152.59 1
bi 31840 31850 68.70 1
bi 31853 31752 102.18 1
bi 31833 31853 81.91 1
bi 31902 31840 94.85 1
bi 31913 31850 159.01 1
bi 31902 31913 50.44 1
bi 31920 51511 90.69 1
bi 31930 31995 98.80 1
bi 31913 31930 50.65 1
bi 31931 31853 149.28 1
bi 31920 31931 58.55 1
bi 31936 31920 107.69 1
bi 31937 31766 176.84 1
bi 31931 31937 107.37 1
bi 31941 31902 72.41 1
bi 31937 31941 81.29 1
bi 31973 31941 133.65 1
bi 31973 31982 106.29 1
bi 31981 31913 6.93 1
bi 31982 31981 106.63 1
bi 31984 31833 152.54 1
bi 31994 31930 140.68 1
bi 31981 31994 113.96 1
bi 32011 31931 142.12 1
bi 31984 32011 153.98 1
bi 32035 31973 156.13 1
bi 32041 31982 116.95 1
bi 32035 32041 139.83 1
bi 32044 31981 41.00 1
bi 32041 32044 142.26 1
bi 32046 31994 72.28 1
bi 32044 32046 116.41 1
bi 32068 32011 139.57 1
bi 32072 31937 113.71 1
bi 32068 32072 108.46 1
bi 32086 32035 157.67 1
bi 32072 32086 127.38 1
bi 32095 32041 114.48 1
bi 32086 32095 100.65 1
bi 32101 32044 137.61 1
bi 32095 32101 119.75 1
bi 32106 32005 142.00 1
bi 32107 32046 144.31 1
bi 32101 32107 123.74 1
bi 32119 32004 159.15 1
bi 32106 32119 91.20 1
bi 32125 31984 137.08 1
bi 32136 31991 93.20 1
bi 32119 32136 172.61 1
bi 32138 32068 134.93 1
bi 32139 32138 176.65 1
bi 32148 51522 93.14 1
bi 32136 32148 56.08 1
bi 32148 32165 133.05 1
bi 32166 32086 161.46 1
bi 32173 32095 75.38 1
bi 32166 32173 146.34 1
bi 32177 32101 171.01 1
bi 32173 32177 46.70 1
bi 32188 32107 157.53 1
bi 32177 32188 71.98 1
bi 32199 32106 135.69 1
bi 32216 32256 160.38 1
bi 32217 32139 47.57 1
bi 32226 32138 109.65 1
bi 32217 32226 174.80 1
bi 32240 32072 146.07 1
bi 32243 32166 125.97 1
bi 32240 32243 100.77 1
bi 32243 32248 199.72 1
bi 32247 32173 82.15 1
bi 32248 32247 55.47 1
bi 32199 32253 191.19 1
bi 32255 32199 147.56 1
bi 32256 32255 109.91 1
bi 32263 32177 129.17 1
bi 32247 32263 149.40 1
bi 32263 32271 81.47 1
