NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 94.53 1
uni 31752 31766 156.97 1
uni 31766 31794 155.30 1
uni 31773 31492 133.02 1
uni 31793 31773 161.59 1
uni 31794 31809 114.79 1
uni 31809 31826 134.15 1
uni 31818 31793 95.60 1
uni 31826 31818 134.09 1
uni 31829 31818 90.47 1
uni 31849 31829 192.19 1
uni 31871 31849 68.52 1
uni 31886 31837 131.31 1
uni 48797 31871 81.92 1
uni 31818 31995 60.01 1
uni 31905 31892 98.58 1
uni 31947 31886 141.63 1
uni 31951 31905 136.86 1
uni 31965 31951 103.92 1
uni 31837 31972 27.79 1
uni 31983 31965 58.84 1
uni 31972 31983 106.29 1
uni 31991 31837 170.59 1
uni 31995 32005 184.26 1
uni 32004 31991 103.62 1
uni 32005 32004 90.85 1
uni 32006 31947 76.20 1
uni 32057 32006 59.35 1
uni 32144 32057 109.27 1
uni 31837 32165 131.46 1
uni 32211 32144 80.92 1
uni 32165 32253 96.12 1
uni 32288 32211 142.36 1
uni 32353 32288 99.16 1
uni 32518 32353 103.29 1
uni 32253 32518 101.89 1
uni 32619 32518 105.20 1
uni 32709 32619 103.60 1
uni 32518 32733 126.46 1
uni 32815 32735 158.77 1
uni 32885 32709 132.49 1
uni 32733 32885 80.33 1
uni 32887 32815 117.30 1
uni 32887 47103 144.96 1
bi 32735 47103 126.42 1
uni 31892 48797 116.53 1
bi 31833 31492 80.60 1
bi 31840 31794 78.83 1
bi 31850 31818 137.43 1
bi 31840 31850 60.03 1
bi 31853 31752 121.81 1
bi 31833 31853 142.91 1
bi 31902 31840 85.34 1
bi 31913 31850 146.17 1
bi 31902 31913 124.35 1
bi 31920 51511 147.14 1
bi 31930 31995 97.09 1
bi 31913 31930 24.60 1
bi 31931 31853 151.13 1
bi 31920 31931 88.96 1
bi 31936 31920 122.44 1
bi 31937 31766 88.37 1
bi 31931 31937 142.94 1
bi 31941 31902 122.93 1
bi 31937 31941 173.40 1
bi 31973 31941 128.99 1
bi 31973 31982 107.96 1
bi 31981 31913 101.65 1
bi 31982 31981 176.87 1
bi 31984 31833 106.26 1
bi 31994 31930 33.34 1
bi 31981 31994 120.02 1
bi 32011 31931 153.11 1
bi 31984 32011 106.12 1
bi 32035 31973 60.15 1
bi 32041 31982 109.45 1
bi 32035 32041 104.99 1
bi 32044 31981 127.37 1
bi 32041 32044 106.59 1
bi 32046 31994 115.78 1
bi 32044 32046 93.94 1
bi 32068 32011 154.38 1
bi 32072 31937 110.64 1
bi 32068 32072 157.12 1
bi 32086 32035 122.82 1
bi 32072 32086 112.16 1
bi 32095 32041 74.80 1
bi 32086 32095 97.14 1
bi 32101 32044 101.35 1
bi 32095 32101 135.26 1
bi 32106 32005 150.41 1
bi 32107 32046 114.63 1
bi 32101 32107 104.44 1
bi 32119 32004 113.84 1
bi 32106 32119 155.70 1
bi 32125 31984 169.22 1
bi 32136 31991 74.00 1
bi 32119 32136 105.74 1
bi 32138 32068 69.36 1
bi 32139 32138 93.06 1
bi 32148 51522 114.50 1
bi 32136 32148 192.56 1
bi 32148 32165 164.04 1
bi 32166 32086 117.13 1
bi 32173 32095 127.30 1
bi 32166 32173 151.52 1
bi 32177 32101 125.21 1
bi 32173 32177 90.50 1
bi 32188 32107 83.95 1
bi 32177 32188 114.72 1
bi 32199 32106 108.94 1
bi 32216 32256 44.29 1
bi 32217 32139 119.64 1
bi 32226 32138 70.43 1
bi 32217 32226 137.06 1
bi 32240 32072 77.56 1
bi 32243 32166 145.22 1
bi 32240 32243 103.50 1
bi 32243 32248 142.96 1
bi 32247 32173 151.07 1
bi 32248 32247 127.68 1
bi 32199 32253 126.77 1
bi 32255 32199 93.38 1
bi 32256 32255 127.50 1
bi 32263 32177 113.85 1
bi 32247 32263 91.33 1
bi 32263 32271 77.14 1
