NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 107.32 1
uni 31752 31766 175.89 1
uni 31766 31794 145.02 1
uni 31773 31492 129.45 1
uni 31793 31773 175.23 1
uni 31794 31809 128.43 1
uni 31809 31826 111.06 1
uni 31818 31793 89.33 1
uni 31826 31818 109.70 1
uni 31829 31818 57.51 1
uni 31849 31829 71.76 1
uni 31871 31849 99.50 1
uni 31886 31837 126.13 1
uni 48797 31871 47.76 1
uni 31818 31995 102.65 1
uni 31905 31892 193.99 1
uni 31947 31886 76.14 1
uni 31951 31905 101.64 1
uni 31965 31951 127.46 1
uni 31837 31972 77.65 1
uni 31983 31965 123.25 1
uni 31972 31983 126.80 1
uni 31991 31837 91.14 1
uni 31995 32005 115.63 1
uni 32004 31991 115.20 1
uni 32005 32004 53.95 1
uni 32006 31947 118.54 1
uni 32057 32006 158.88 1
uni 32144 32057 162.04 1
uni 31837 32165 138.61 1
uni 32211 32144 141.64 1
uni 32165 32253 106.70 1
uni 32288 32211 83.39 1
uni 32353 32288 79.62 1
uni 32518 32353 86.48 1
uni 32253 32518 65.26 1
uni 32619 32518 160.73 1
uni 32709 32619 105.62 1
uni 32518 32733 97.73 1
uni 32815 32735 149.39 1
uni 32885 32709 107.15 1
uni 32733 32885 199.69 1
uni 32887 32815 165.78 1
uni 32887 47103 92.32 1
bi 32735 47103 123.07 1
uni 31892 48797 54.30 1
bi 31833 31492 97.28 1
bi 31840 31794 145.46 1
bi 31850 31818 78.42 1
bi 31840 31850 83.62 1
bi 31853 31752 58.09 1
bi 31833 31853 144.49 1
bi 31902 31840 177.51 1
bi 31913 31850 90.56 1
bi 31902 31913 143.29 1
bi 31920 51511 183.66 1
bi 31930 31995 107.33 1
bi 31913 31930 100.26 1
bi 31931 31853 111.59 1
bi 31920 31931 123.94 1
bi 31936 31920 111.68 1
bi 31937 31766 199.89 1
bi 31931 31937 153.59 1
bi 31941 31902 44.48 1
bi 31937 31941 119.87 1
bi 31973 31941 128.64 1
bi 31973 31982 195.92 1
bi 31981 31913 161.02 1
bi 31982 31981 105.07 1
bi 31984 31833 128.88 1
bi 31994 31930 151.74 1
bi 31981 31994 40.60 1
bi 32011 31931 85.28 1
bi 31984 32011 110.98 1
bi 32035 31973 110.49 1
bi 32041 31982 86.26 1
bi 32035 32041 37.97 1
bi 32044 31981 97.43 1
bi 32041 32044 95.73 1
bi 32046 31994 111.64 1
bi 32044 32046 106.74 1
bi 32068 32011 101.38 1
bi 32072 31937 149.72 1
bi 32068 32072 93.43 1
bi 32086 32035 164.58 1
bi 32072 32086 83.27 1
bi 32095 32041 115.77 1
bi 32086 32095 114.98 1
bi 32101 32044 176.55 1
bi 32095 32101 163.28 1
bi 32106 32005 103.86 1
bi 32107 32046 100.91 1
bi 32101 32107 162.48 1
bi 32119 32004 110.06 1
bi 32106 32119 93.01 1
bi 32125 31984 75.17 1
bi 32136 31991 133.09 1
bi 32119 32136 52.72 1
bi 32138 32068 13.03 1
bi 32139 32138 41.93 1
bi 32148 51522 95.03 1
bi 32136 32148 94.08 1
bi 32148 32165 126.60 1
bi 32166 32086 111.26 1
bi 32173 32095 133.34 1
bi 32166 32173 58.40 1
bi 32177 32101 91.60 1
bi 32173 32177 115.97 1
bi 32188 32107 96.75 1
bi 32177 32188 186.31 1
bi 32199 32106 139.66 1
bi 32216 32256 76.45 1
bi 32217 32139 102.57 1
bi 32226 32138 124.49 1
bi 32217 32226 145.62 1
bi 32240 32072 131.69 1
bi 32243 32166 37.25 1
bi 32240 32243 143.17 1
bi 32243 32248 116.62 1
bi 32247 32173 93.70 1
bi 32248 32247 112.47 1
bi 32199 32253 72.61 1
bi 32255 32199 89.62 1
bi 32256 32255 83.83 1
bi 32263 32177 42.59 1
bi 32247 32263 140.64 1
bi 32263 32271 89.84 1
