NOMBRE : Instancia real grande
COMENTARIO : caso real 
VERTICES : 204 
ARISTAS_REQ : 293
ARISTAS_NOREQ : 0 
RESTRICCIONES : 0 
NODOS_INICIALES : 1 
NODOS_TERMINO : 1 
LISTA_ARISTAS_REQ : 
uni 31492 31752 126.50 1
uni 31752 31766 14.35 1
uni 31766 31794 119.99 1
uni 31773 31492 98.88 1
uni 31793 31773 138.52 1
uni 31794 31809 83.58 1
uni 31809 31826 81.44 1
uni 31818 31793 159.95 1
uni 31826 31818 153.05 1
uni 31829 31818 89.68 1
uni 31849 31829 127.44 1
uni 31871 31849 74.68 1
uni 31886 31837 128.73 1
uni 48797 31871 117.81 1
uni 31818 31995 98.84 1
uni 31905 31892 152.17 1
uni 31947 31886 104.02 1
uni 31951 31905 101.29 1
uni 31965 31951 72.69 1
uni 31837 31972 81.89 1
uni 31983 31965 65.02 1
uni 31972 31983 91.15 1
uni 31991 31837 99.09 1
uni 31995 32005 123.17 1
uni 32004 31991 113.91 1
uni 32005 32004 59.81 1
uni 32006 31947 96.11 1
uni 32057 32006 121.02 1
uni 32144 32057 65.04 1
uni 31837 32165 104.20 1
uni 32211 32144 145.52 1
uni 32165 32253 88.64 1
uni 32288 32211 165.55 1
uni 32353 32288 81.09 1
uni 32518 32353 132.90 1
uni 32253 32518 53.86 1
uni 32619 32518 147.90 1
uni 32709 32619 136.74 1
uni 32518 32733 126.83 1
uni 32815 32735 81.19 1
uni 32885 32709 148.40 1
uni 32733 32885 97.16 1
uni 32887 32815 83.33 1
uni 32887 47103 167.85 1
bi 32735 47103 48.08 1
uni 31892 48797 83.98 1
bi 31833 31492 79.53 1
bi 31840 31794 106.58 1
bi 31850 31818 167.63 1
bi 31840 31850 98.80 1
bi 31853 31752 86.48 1
bi 31833 31853 119.68 1
bi 31902 31840 151.40 1
bi 31913 31850 89.16 1
bi 31902 31913 118.26 1
bi 31920 51511 22.47 1
bi 31930 31995 74.29 1
bi 31913 31930 89.75 1
bi 31931 31853 119.36 1
bi 31920 31931 143.82 1
bi 31936 31920 121.82 1
bi 31937 31766 135.88 1
bi 31931 31937 126.33 1
bi 31941 31902 128.31 1
bi 31937 31941 65.60 1
bi 31973 31941 86.31 1
bi 31973 31982 79.07 1
bi 31981 31913 143.30 1
bi 31982 31981 92.00 1
bi 31984 31833 113.53 1
bi 31994 31930 124.59 1
bi 31981 31994 111.55 1
bi 32011 31931 79.21 1
bi 31984 32011 113.52 1
bi 32035 31973 88.11 1
bi 32041 31982 169.18 1
bi 32035 32041 52.34 1
bi 32044 31981 137.90 1
bi 32041 32044 80.98 1
bi 32046 31994 116.42 1
bi 32044 32046 147.02 1
bi 32068 32011 100.12 1
bi 32072 31937 144.50 1
bi 32068 32072 94.90 1
bi 32086 32035 125.24 1
bi 32072 32086 100.66 1
bi 32095 32041 105.64 1
bi 32086 32095 151.32 1
bi 32101 32044 95.91 1
bi 32095 32101 164.97 1
bi 32106 32005 109.67 1
bi 32107 32046 55.14 1
bi 32101 32107 163.93 1
bi 32119 32004 82.59 1
bi 32106 32119 119.87 1
bi 32125 31984 123.40 1
bi 32136 31991 96.94 1
bi 32119 32136 69.68 1
bi 32138 32068 114.54 1
bi 32139 32138 100.79 1
bi 32148 51522 103.86 1
bi 32136 32148 68.02 1
bi 32148 32165 132.42 1
bi 32166 32086 116.99 1
bi 32173 32095 144.65 1
bi 32166 32173 161.70 1
bi 32177 32101 162.99 1
bi 32173 32177 133.94 1
bi 32188 32107 157.86 1
bi 32177 32188 59.01 1
bi 32199 32106 52.90 1
bi 32216 32256 133.77 1
bi 32217 32139 86.07 1
bi 32226 32138 184.58 1
bi 32217 32226 98.45 1
bi 32240 32072 167.62 1
bi 32243 32166 125.24 1
bi 32240 32243 104.02 1
bi 32243 32248 39.33 1
bi 32247 32173 134.44 1
bi 32248 32247 125.89 1
bi 32199 32253 83.88 1
bi 32255 32199 101.85 1
bi 32256 32255 77.96 1
bi 32263 32177 130.05 1
bi 32247 32263 123.37 1
bi 32263 32271 158.02 1
